"Campaign name","Campaign ID","Ad set name","Ad set ID","Ad name","Ad ID",Platform,Placement,"Conversion device","Delivery status","Delivery level",Reach,Impressions,Frequency,"Attribution setting","Result type",Results,"Amount spent (USD)","Video ID","Image name","Video name","Website URL",call_to_action_type,headline,Description,"Link clicks","CPC (cost per link click)","CPM (cost per 1,000 impressions)","CTR (all)","Result rate",Views,"Clicks (all)","CPC (all)","Purchases rate per link clicks","Landing page views rate per link clicks","Result value type","Results value","Result value type","Results ROAS","Cost per 1,000 Meta Accounts reached","Ad Delivery","Video average play time","Video plays at 25%","Video plays at 50%","Video plays at 75%","Video plays at 95%","Video plays at 100%","Page engagement","Facebook likes","Instagram follows","Post comments","Post engagements","Post reactions","Post saves","Post shares",ThruPlays,"Video plays","3-second video plays","Unique link clicks","Outbound clicks","Unique outbound clicks","Unique CTR (link click-through rate)","Outbound CTR (click-through rate)","Unique outbound CTR (click-through rate)","Unique clicks (all)","Unique CTR (all)","Instagram profile visits","Cost per outbound click","Cost per unique link click","Cost per unique outbound click","Cost per unique click (all)","Adds of payment info","Adds to cart","Cost per add to cart","Adds to cart conversion value","Checkouts initiated","Cost per checkout initiated","Checkouts initiated conversion value",Purchases,"Cost per purchase","Purchase ROAS (return on ad spend)","Purchases conversion value","Reporting starts","Reporting ends"
"Music Row Single PDP Test",120244718915920327,"New Sales Ad Set",120244718915930327,"Music Row Static - Pride",120244723901460327,facebook,"Facebook Reels",android_smartphone,not_delivering,ad,,,,Incremental,,,,0,,,https://eastcoastartstudio.com/products/music-row-wall-art-cubist-nashville-tennessee-usa?variant=47612726968458,SHOP_NOW,{{product.name}},,2,,,,,,,,,,,,,,,not_delivering,,,,,,,2,,,,2,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"Music Row Single PDP Test",120244718915920327,"New Sales Ad Set",120244718915930327,"Music Row Static - Pride",120244723901460327,facebook,Feed,iphone,not_delivering,ad,,,,Incremental,,,,0,,,https://eastcoastartstudio.com/products/music-row-wall-art-cubist-nashville-tennessee-usa?variant=47612726968458,SHOP_NOW,{{product.name}},,80,,,,,,,,,,,,,,,not_delivering,,,,,,,91,1,,,90,10,,,,,,,77,54,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"Music Row Single PDP Test",120244718915920327,"New Sales Ad Set",120244718915930327,"Music Row Static - Pride",120244723901460327,facebook,"Facebook Reels",iphone,not_delivering,ad,,,,Incremental,,,,0,,,https://eastcoastartstudio.com/products/music-row-wall-art-cubist-nashville-tennessee-usa?variant=47612726968458,SHOP_NOW,{{product.name}},,2,,,,,,,,,,,,,,,not_delivering,,,,,,,2,,,,2,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"Music Row Single PDP Test",120244718915920327,"New Sales Ad Set",120244718915930327,"Music Row Static - Pride",120244723901460327,facebook,Feed,0,not_delivering,ad,,,,Incremental,,,,0,,,https://eastcoastartstudio.com/products/music-row-wall-art-cubist-nashville-tennessee-usa?variant=47612726968458,SHOP_NOW,{{product.name}},,,,,,,,,,,,,,,,,not_delivering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,2026-01-01,2026-07-09
"Music Row Single PDP Test",120244718915920327,"New Sales Ad Set",120244718915930327,"Music Row Static - Pride",120244723901460327,facebook,Feed,android_tablet,not_delivering,ad,,,,Incremental,,,,0,,,https://eastcoastartstudio.com/products/music-row-wall-art-cubist-nashville-tennessee-usa?variant=47612726968458,SHOP_NOW,{{product.name}},,1,,,,,,,,,,,,,,,not_delivering,,,,,,,1,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"Music Row Single PDP Test",120244718915920327,"New Sales Ad Set",120244718915930327,"Music Row Static - Pride",120244723901460327,facebook,Feed,ipad,not_delivering,ad,,,,Incremental,,,,0,,,https://eastcoastartstudio.com/products/music-row-wall-art-cubist-nashville-tennessee-usa?variant=47612726968458,SHOP_NOW,{{product.name}},,5,,,,,,,,,,,,,,,not_delivering,,,,,,,6,,,,6,1,,,,,,,5,3,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"Music Row Single PDP Test",120244718915920327,"New Sales Ad Set",120244718915930327,"Music Row Static - Pride",120244723901460327,facebook,Feed,desktop,not_delivering,ad,,,,Incremental,,,,0,,,https://eastcoastartstudio.com/products/music-row-wall-art-cubist-nashville-tennessee-usa?variant=47612726968458,SHOP_NOW,{{product.name}},,3,,,,,,,,,,,,,,,not_delivering,,,,,,,3,,,,3,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"Music Row Single PDP Test",120244718915920327,"New Sales Ad Set",120244718915930327,"Music Row Static - Pride",120244723901460327,facebook,Feed,android_smartphone,not_delivering,ad,,,,Incremental,,,,0,,,https://eastcoastartstudio.com/products/music-row-wall-art-cubist-nashville-tennessee-usa?variant=47612726968458,SHOP_NOW,{{product.name}},,17,,,,,,,,,,,,,,,not_delivering,,,,,,,19,1,,,18,,1,,,,,,17,11,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 2 - Best Gift",120247312792440327,"1 Print Static",120247312792570327,instagram,"Instagram Stories",iphone,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,0,,,https://eastcoastartstudio.com/collections/best-sellers,SHOP_NOW,{{product.name}},,12,,,,,,,,,,,,,,,not_delivering,,,,,,,12,,,,12,,,,,,,,12,12,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"LittleData - Prospecting CBO",120246244099810327,"Concept 1 - Travel Wall",120246244099820327,"3 Prints +Mom/Daughter Static",120246245479220327,facebook,Feed,iphone,not_delivering,ad,,,,Incremental,,,,0,,,https://eastcoastartstudio.com/,SHOP_NOW,{{product.name}},,1,,,,,,,,,,,,,,,not_delivering,,,,,,,1,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"Prospecting Static CBO",120244285703060327,"Broad_Pack3 - May 9",120244619377280327,"9 Image + Discount",120244629176600327,facebook,Marketplace,iphone,not_delivering,ad,,,,Incremental,,,,0,,,https://eastcoastartstudio.com/collections/best-sellers,SHOP_NOW,{{product.name}},,2,,,,,,,,,,,,,,,not_delivering,,,,,,,2,,,,2,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"1 Image Static - Best Sellers",120244289062370327,facebook,Feed,android_tablet,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,0,,,https://eastcoastartstudio.com/products/bayshore-boulevard-poster-coastal-tampa-florida-usa?variant=47612975513738,SHOP_NOW,{{product.name}},,1,,,,,,,,,,,,,,,not_delivering,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"Prospecting Static CBO",120244285703060327,"Broad_Pack3 - May 9",120244619377280327,"9 Image + Discount",120244629176600327,instagram,"Instagram Stories",android_smartphone,not_delivering,ad,,,,Incremental,,,,0,,,https://eastcoastartstudio.com/collections/best-sellers,SHOP_NOW,{{product.name}},,1,,,,,,,,,,,,,,,not_delivering,,,,,,,1,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"Prospecting Static CBO",120244285703060327,"Broad_Pack3 - May 9",120244619377280327,"9 Image + Discount",120244629176600327,instagram,"Instagram Stories",iphone,not_delivering,ad,,,,Incremental,,,,0,,,https://eastcoastartstudio.com/collections/best-sellers,SHOP_NOW,{{product.name}},,21,,,,,,,,,,,,,,,not_delivering,,,,,,,21,,,,21,,,,,,,,21,19,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"Prospecting Static CBO",120244285703060327,"Broad_Pack3 - May 9",120244619377280327,"9 Image + Discount",120244629176600327,facebook,"Facebook Reels",android_smartphone,not_delivering,ad,,,,Incremental,,,,0,,,https://eastcoastartstudio.com/collections/best-sellers,SHOP_NOW,{{product.name}},,2,,,,,,,,,,,,,,,not_delivering,,,,,,,2,,,,2,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"Prospecting Static CBO",120244285703060327,"Broad_Pack3 - May 9",120244619377280327,"9 Image + Discount",120244629176600327,facebook,"Facebook Reels",iphone,not_delivering,ad,,,,Incremental,,,,0,,,https://eastcoastartstudio.com/collections/best-sellers,SHOP_NOW,{{product.name}},,11,,,,,,,,,,,,,,,not_delivering,,,,,,,11,,,,11,,,,,,,,11,10,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"Prospecting Static CBO",120244285703060327,"Broad_Pack3 - May 9",120244619377280327,"9 Image + Discount",120244629176600327,facebook,"Facebook Reels",android_tablet,not_delivering,ad,,,,Incremental,,,,0,,,https://eastcoastartstudio.com/collections/best-sellers,SHOP_NOW,{{product.name}},,,,,,,,,,,,,,,,,not_delivering,,,,,,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"LittleData - Prospecting CBO",120246244099810327,"Concept 1 - Travel Wall",120246244099820327,"3 Prints Static",120246244099800327,instagram,"Instagram Stories",iphone,not_delivering,ad,,,,Incremental,,,,0,,,https://eastcoastartstudio.com/,SHOP_NOW,{{product.name}},,3,,,,,,,,,,,,,,,not_delivering,,,,,,,3,,,,3,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"LittleData - Prospecting CBO",120246244099810327,"Concept 1 - Travel Wall",120246244099820327,"3 Prints Static",120246244099800327,instagram,Feed,iphone,not_delivering,ad,,,,Incremental,,,,0,,,https://eastcoastartstudio.com/,SHOP_NOW,{{product.name}},,1,,,,,,,,,,,,,,,not_delivering,,,,,,,2,,,,2,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"LittleData - Prospecting CBO",120246244099810327,"Concept 1 - Travel Wall",120246244099820327,"3 Prints Static",120246244099800327,instagram,Feed,android_smartphone,not_delivering,ad,,,,Incremental,,,,0,,,https://eastcoastartstudio.com/,SHOP_NOW,{{product.name}},,2,,,,,,,,,,,,,,,not_delivering,,,,,,,4,,,,4,2,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"1 Image Static - Best Sellers",120244289062370327,facebook,"In-stream reels",iphone,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,0,,,https://eastcoastartstudio.com/products/bayshore-boulevard-poster-coastal-tampa-florida-usa?variant=47612975513738,SHOP_NOW,{{product.name}},,,,,,,,,,,,,,,,,not_delivering,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"1 Image Static - Best Sellers",120244289062370327,facebook,"Search results",iphone,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,0,,,https://eastcoastartstudio.com/products/bayshore-boulevard-poster-coastal-tampa-florida-usa?variant=47612975513738,SHOP_NOW,{{product.name}},,1,,,,,,,,,,,,,,,not_delivering,,,,,,,1,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"1 Image Static - Best Sellers",120244289062370327,facebook,Feed,iphone,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,0,,,https://eastcoastartstudio.com/products/bayshore-boulevard-poster-coastal-tampa-florida-usa?variant=47612975513738,SHOP_NOW,{{product.name}},,34,,,,,,,,,,,,,,,not_delivering,,,,,,,36,,,,36,2,,,,,,,30,23,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"1 Image Static - Best Sellers",120244289062370327,facebook,Feed,android_smartphone,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,0,,,https://eastcoastartstudio.com/products/bayshore-boulevard-poster-coastal-tampa-florida-usa?variant=47612975513738,SHOP_NOW,{{product.name}},,3,,,,,,,,,,,,,,,not_delivering,,,,,,,3,,,,3,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"1 Image Static - Best Sellers",120244289062370327,facebook,Feed,ipad,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,0,,,https://eastcoastartstudio.com/products/bayshore-boulevard-poster-coastal-tampa-florida-usa?variant=47612975513738,SHOP_NOW,{{product.name}},,3,,,,,,,,,,,,,,,not_delivering,,,,,,,3,,,,3,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"1 Image Static - Best Sellers",120244289062370327,facebook,Feed,desktop,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,0,,,https://eastcoastartstudio.com/products/bayshore-boulevard-poster-coastal-tampa-florida-usa?variant=47612975513738,SHOP_NOW,{{product.name}},,8,,,,,,,,,,,,,,,not_delivering,,,,,,,8,,,,8,,,,,,,,7,7,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"1 Image Static - Best Sellers",120244289062370327,instagram,Feed,iphone,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,0,,,https://eastcoastartstudio.com/products/bayshore-boulevard-poster-coastal-tampa-florida-usa?variant=47612975513738,SHOP_NOW,{{product.name}},,35,,,,,,,,,,,,,,,not_delivering,,,,,,,41,,,,41,5,1,,,,,,33,21,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"Prospecting Static CBO",120244285703060327,"Broad_Pack5 - May 18",120245126176160327,"Early Father - Father's Day Sale",120245126176150327,facebook,Feed,0,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,0,,,https://eastcoastartstudio.com/,SHOP_NOW,{{product.name}},,,,,,,,,,,,,,,,,not_delivering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,2026-01-01,2026-07-09
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"1 Image Static - Best Sellers",120244289062370327,facebook,"Facebook Reels",ipad,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,0,,,https://eastcoastartstudio.com/products/bayshore-boulevard-poster-coastal-tampa-florida-usa?variant=47612975513738,SHOP_NOW,{{product.name}},,1,,,,,,,,,,,,,,,not_delivering,,,,,,,1,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"Prospecting Static CBO",120244285703060327,"Broad_Pack5 - May 18",120245126176160327,"Early Father - Father's Day Sale",120245126176150327,facebook,Feed,iphone,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,0,,,https://eastcoastartstudio.com/,SHOP_NOW,{{product.name}},,,,,,,,,,,,,,,,,not_delivering,,,,,,,2,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"1 Image Static - Best Sellers",120244289062370327,facebook,"Facebook profile feed",iphone,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,0,,,https://eastcoastartstudio.com/products/bayshore-boulevard-poster-coastal-tampa-florida-usa?variant=47612975513738,SHOP_NOW,{{product.name}},,1,,,,,,,,,,,,,,,not_delivering,,,,,,,1,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"1 Image Static - Best Sellers",120244289062370327,threads,"Threads feed",ipad,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,0,,,https://eastcoastartstudio.com/products/bayshore-boulevard-poster-coastal-tampa-florida-usa?variant=47612975513738,SHOP_NOW,{{product.name}},,1,,,,,,,,,,,,,,,not_delivering,,,,,,,1,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"1 Image Static - Best Sellers",120244289062370327,threads,"Threads feed",iphone,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,0,,,https://eastcoastartstudio.com/products/bayshore-boulevard-poster-coastal-tampa-florida-usa?variant=47612975513738,SHOP_NOW,{{product.name}},,5,,,,,,,,,,,,,,,not_delivering,,,,,,,5,,,,5,,,,,,,,5,5,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"1 Image Static - Best Sellers",120244289062370327,instagram,"Instagram Reels",0,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,0,,,https://eastcoastartstudio.com/products/bayshore-boulevard-poster-coastal-tampa-florida-usa?variant=47612975513738,SHOP_NOW,{{product.name}},,,,,,,,,,,,,,,,,not_delivering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,2026-01-01,2026-07-09
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"1 Image Static - Best Sellers",120244289062370327,instagram,"Instagram Reels",iphone,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,0,,,https://eastcoastartstudio.com/products/bayshore-boulevard-poster-coastal-tampa-florida-usa?variant=47612975513738,SHOP_NOW,{{product.name}},,6,,,,,,,,,,,,,,,not_delivering,,,,,,,7,,,,7,1,,,,,,,6,4,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"1 Image Static - Best Sellers",120244289062370327,facebook,"Facebook Reels",android_smartphone,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,0,,,https://eastcoastartstudio.com/products/bayshore-boulevard-poster-coastal-tampa-florida-usa?variant=47612975513738,SHOP_NOW,{{product.name}},,2,,,,,,,,,,,,,,,not_delivering,,,,,,,3,,,,3,1,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"1 Image Static - Best Sellers",120244289062370327,instagram,Feed,android_smartphone,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,0,,,https://eastcoastartstudio.com/products/bayshore-boulevard-poster-coastal-tampa-florida-usa?variant=47612975513738,SHOP_NOW,{{product.name}},,9,,,,,,,,,,,,,,,not_delivering,,,,,,,9,,,,9,,,,,,,,9,5,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"1 Image Static - Best Sellers",120244289062370327,facebook,"Facebook Reels",iphone,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,0,,,https://eastcoastartstudio.com/products/bayshore-boulevard-poster-coastal-tampa-florida-usa?variant=47612975513738,SHOP_NOW,{{product.name}},,3,,,,,,,,,,,,,,,not_delivering,,,,,,,3,,,,3,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"1 Image Static - Best Sellers",120244289062370327,audience_network,"Native, banner & interstitial",android_smartphone,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,0,,,https://eastcoastartstudio.com/products/bayshore-boulevard-poster-coastal-tampa-florida-usa?variant=47612975513738,SHOP_NOW,{{product.name}},,27,,,,,,,,,,,,,,,not_delivering,,,,,,,27,,,,27,,,,,,,,27,13,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"1 Image Static - Best Sellers",120244289062370327,instagram,"Instagram Stories",0,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,0,,,https://eastcoastartstudio.com/products/bayshore-boulevard-poster-coastal-tampa-florida-usa?variant=47612975513738,SHOP_NOW,{{product.name}},,,,,,,,,,,,,,,,,not_delivering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,2026-01-01,2026-07-09
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"1 Image Static - Best Sellers",120244289062370327,instagram,"Instagram Stories",android_smartphone,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,0,,,https://eastcoastartstudio.com/products/bayshore-boulevard-poster-coastal-tampa-florida-usa?variant=47612975513738,SHOP_NOW,{{product.name}},,4,,,,,,,,,,,,,,,not_delivering,,,,,,,4,,,,4,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"1 Image Static - Best Sellers",120244289062370327,instagram,"Instagram Stories",iphone,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,0,,,https://eastcoastartstudio.com/products/bayshore-boulevard-poster-coastal-tampa-florida-usa?variant=47612975513738,SHOP_NOW,{{product.name}},,15,,,,,,,,,,,,,,,not_delivering,,,,,,,15,,,,15,,,,,,,,15,15,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"1 Image Static - Best Sellers",120244289062370327,instagram,Feed,ipad,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,0,,,https://eastcoastartstudio.com/products/bayshore-boulevard-poster-coastal-tampa-florida-usa?variant=47612975513738,SHOP_NOW,{{product.name}},,1,,,,,,,,,,,,,,,not_delivering,,,,,,,1,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"LittleData - Retargeting Duplicate",120247312851600327,"Retargeting Testing",120247312851610327,"Good quality ad",120247312851590327,facebook,"Facebook Reels",iphone,not_delivering,ad,,,,Incremental,,,,0,,,http://eastcoastartstudio.com/,SHOP_NOW,{{product.name}},,9,,,,,,,,,,,,,,,not_delivering,,,,,,,9,,,,9,,,,,,,,9,9,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"LittleData - Retargeting Duplicate",120247312851600327,"Retargeting Testing",120247312851610327,"Good quality ad",120247312851590327,facebook,"Facebook Reels",android_smartphone,not_delivering,ad,,,,Incremental,,,,0,,,http://eastcoastartstudio.com/,SHOP_NOW,{{product.name}},,7,,,,,,,,,,,,,,,not_delivering,,,,,,,7,,,,7,,,,,,,,7,6,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 4 - Where we met",120247312792460327,"2 Print Static",120247312792610327,facebook,Feed,iphone,not_delivering,ad,,,,Incremental,,,,0,,,http://eastcoastartstudio.com/,SHOP_NOW,{{product.name}},,1,,,,,,,,,,,,,,,not_delivering,,,,,,,1,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 6 - Founders Letter",120247312792480327,"Letter 2",120247312792390327,instagram,Feed,iphone,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,0,,,https://eastcoastartstudio.com/collections/best-sellers,SHOP_NOW,{{product.name}},,1,,,,,,,,,,,,,,,not_delivering,,,,,,,1,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"Prospecting Static CBO",120244285703060327,"Broad_Pack3 - May 9",120244619377280327,"1 Image + Mockup",120244627442420327,facebook,Feed,iphone,inactive,ad,,,,Incremental,,,,0,,,https://eastcoastartstudio.com/collections/Italy,SHOP_NOW,{{product.name}},,,,,,,,,,,,,,,,,inactive,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 4 - Where we met",120247312792460327,"3 Print Static",120247312792600327,instagram,Feed,android_smartphone,not_delivering,ad,,,,Incremental,,,,0,,,https://eastcoastartstudio.com/,SHOP_NOW,{{product.name}},,1,,,,,,,,,,,,,,,not_delivering,,,,,,,1,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"LittleData - Prospecting CBO",120246244099810327,"Concept 2 - Best Gift",120246251203520327,"2 Print + Dads Gift",120246251203530327,facebook,"Facebook Reels",iphone,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,0,,,https://eastcoastartstudio.com/,SHOP_NOW,{{product.name}},,,,,,,,,,,,,,,,,not_delivering,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"LittleData - Prospecting CBO",120246244099810327,"Concept 2 - Best Gift",120246251203520327,"2 Print + Dads Gift",120246251203530327,instagram,"Instagram Stories",ipad,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,0,,,https://eastcoastartstudio.com/,SHOP_NOW,{{product.name}},,1,,,,,,,,,,,,,,,not_delivering,,,,,,,1,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"LittleData - Prospecting CBO",120246244099810327,"Concept 2 - Best Gift",120246251203520327,"2 Print + Dads Gift",120246251203530327,instagram,"Instagram Stories",iphone,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,0,,,https://eastcoastartstudio.com/,SHOP_NOW,{{product.name}},,19,,,,,,,,,,,,,,,not_delivering,,,,,,,19,,,,19,,,,,,,,14,14,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"LittleData - Prospecting CBO",120246244099810327,"Concept 2 - Best Gift",120246251203520327,"2 Print + Dads Gift",120246251203530327,facebook,Feed,iphone,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,0,,,https://eastcoastartstudio.com/,SHOP_NOW,{{product.name}},,4,,,,,,,,,,,,,,,not_delivering,,,,,,,4,,,,4,,,,,,,,4,3,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"LittleData - Prospecting CBO",120246244099810327,"Concept 2 - Best Gift",120246251203520327,"2 Print + Dads Gift",120246251203530327,facebook,Feed,desktop,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,0,,,https://eastcoastartstudio.com/,SHOP_NOW,{{product.name}},,2,,,,,,,,,,,,,,,not_delivering,,,,,,,2,,,,2,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"LittleData - Prospecting CBO",120246244099810327,"Concept 2 - Best Gift",120246251203520327,"2 Print + Dads Gift",120246251203530327,instagram,Feed,iphone,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,0,,,https://eastcoastartstudio.com/,SHOP_NOW,{{product.name}},,12,,,,,,,,,,,,,,,not_delivering,,,,,,,16,,,,16,4,,,,,,,12,11,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
