"Campaign name","Campaign ID","Ad set name","Ad set ID","Ad name","Ad ID",Platform,Placement,"Conversion device","Delivery status","Delivery level",Reach,Impressions,Frequency,"Attribution setting","Result type",Results,"Amount spent (USD)","Video ID","Image name","Video name","Website URL",call_to_action_type,headline,Description,"Link clicks","CPC (cost per link click)","CPM (cost per 1,000 impressions)","CTR (all)","Result rate",Views,"Clicks (all)","CPC (all)","Purchases rate per link clicks","Landing page views rate per link clicks","Result value type","Results value","Result value type","Results ROAS","Cost per 1,000 Meta Accounts reached","Ad Delivery","Video average play time","Video plays at 25%","Video plays at 50%","Video plays at 75%","Video plays at 95%","Video plays at 100%","Page engagement","Facebook likes","Instagram follows","Post comments","Post engagements","Post reactions","Post saves","Post shares",ThruPlays,"Video plays","3-second video plays","Unique link clicks","Outbound clicks","Unique outbound clicks","Unique CTR (link click-through rate)","Outbound CTR (click-through rate)","Unique outbound CTR (click-through rate)","Unique clicks (all)","Unique CTR (all)","Instagram profile visits","Cost per outbound click","Cost per unique link click","Cost per unique outbound click","Cost per unique click (all)","Adds of payment info","Adds to cart","Cost per add to cart","Adds to cart conversion value","Checkouts initiated","Cost per checkout initiated","Checkouts initiated conversion value",Purchases,"Cost per purchase","Purchase ROAS (return on ad spend)","Purchases conversion value","Reporting starts","Reporting ends"
"Prospecting Static CBO",120244285703060327,Broad_Pack2,120244380430020327,"1 Image",120244382305550327,facebook,Feed,iphone,inactive,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,0,,,https://eastcoastartstudio.com/products/rome-wall-art-minimalist-rome-italy?_pos=1&_psq=Rome&_ss=e&_v=1.0,SHOP_NOW,{{product.name}},,3,,,,,,,,,,,,,,,inactive,,,,,,,5,,,,5,2,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"Prospecting Static CBO",120244285703060327,Broad_Pack2,120244380430020327,"1 Image",120244382305550327,instagram,"Instagram Reels",iphone,inactive,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,0,,,https://eastcoastartstudio.com/products/rome-wall-art-minimalist-rome-italy?_pos=1&_psq=Rome&_ss=e&_v=1.0,SHOP_NOW,{{product.name}},,5,,,,,,,,,,,,,,,inactive,,,,,,,6,,,,6,,,1,,,,,5,4,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"Prospecting Static CBO",120244285703060327,Broad_Pack2,120244380430020327,"1 Image",120244382305550327,instagram,"Instagram Reels",ipad,inactive,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,0,,,https://eastcoastartstudio.com/products/rome-wall-art-minimalist-rome-italy?_pos=1&_psq=Rome&_ss=e&_v=1.0,SHOP_NOW,{{product.name}},,1,,,,,,,,,,,,,,,inactive,,,,,,,1,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"Prospecting Static CBO",120244285703060327,Broad_Pack2,120244380430020327,"1 Image",120244382305550327,instagram,"Instagram Reels",0,inactive,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,0,,,https://eastcoastartstudio.com/products/rome-wall-art-minimalist-rome-italy?_pos=1&_psq=Rome&_ss=e&_v=1.0,SHOP_NOW,{{product.name}},,,,,,,,,,,,,,,,,inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,2026-01-01,2026-07-09
"Prospecting Static CBO",120244285703060327,Broad_Pack2,120244380430020327,"1 Image",120244382305550327,instagram,"Instagram Stories",iphone,inactive,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,0,,,https://eastcoastartstudio.com/products/rome-wall-art-minimalist-rome-italy?_pos=1&_psq=Rome&_ss=e&_v=1.0,SHOP_NOW,{{product.name}},,2,,,,,,,,,,,,,,,inactive,,,,,,,2,,,,2,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"Prospecting Static CBO",120244285703060327,Broad_Pack2,120244380430020327,"1 Image",120244382305550327,instagram,Feed,iphone,inactive,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,0,,,https://eastcoastartstudio.com/products/rome-wall-art-minimalist-rome-italy?_pos=1&_psq=Rome&_ss=e&_v=1.0,SHOP_NOW,{{product.name}},,2,,,,,,,,,,,,,,,inactive,,,,,,,4,,,,4,2,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"2 Image Static",120244289667450327,instagram,"Instagram Reels",iphone,inactive,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,0,,,https://eastcoastartstudio.com/collections/best-sellers,SHOP_NOW,{{product.name}},,2,,,,,,,,,,,,,,,inactive,,,,,,,2,,,,2,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"2 Image Static",120244289667450327,facebook,Feed,iphone,inactive,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,0,,,https://eastcoastartstudio.com/collections/best-sellers,SHOP_NOW,{{product.name}},,1,,,,,,,,,,,,,,,inactive,,,,,,,1,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"2 Image Static",120244289667450327,facebook,Feed,android_smartphone,inactive,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,0,,,https://eastcoastartstudio.com/collections/best-sellers,SHOP_NOW,{{product.name}},,1,,,,,,,,,,,,,,,inactive,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"2 Image Static",120244289667450327,instagram,Feed,iphone,inactive,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,0,,,https://eastcoastartstudio.com/collections/best-sellers,SHOP_NOW,{{product.name}},,1,,,,,,,,,,,,,,,inactive,,,,,,,1,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"2 Image Static",120244289667450327,instagram,"Instagram Stories",iphone,inactive,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,0,,,https://eastcoastartstudio.com/collections/best-sellers,SHOP_NOW,{{product.name}},,1,,,,,,,,,,,,,,,inactive,,,,,,,1,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 2 - Best Gift",120247312792440327,"2 Static + Dad Gift",120247312792550327,facebook,Feed,iphone,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,0,,,https://eastcoastartstudio.com/collections/best-sellers,SHOP_NOW,{{product.name}},,1,,,,,,,,,,,,,,,not_delivering,,,,,,,1,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 2 - Best Gift",120247312792440327,"2 Static + Dad Gift",120247312792550327,facebook,Feed,ipad,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,0,,,https://eastcoastartstudio.com/collections/best-sellers,SHOP_NOW,{{product.name}},,1,,,,,,,,,,,,,,,not_delivering,,,,,,,1,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"1 Image Static",120244289186820327,instagram,Feed,ipad,inactive,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,0,,,https://eastcoastartstudio.com/products/duval-street-print-cubist-key-west-florida-usa?variant=47612960669834,SHOP_NOW,{{product.name}},,1,,,,,,,,,,,,,,,inactive,,,,,,,1,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"Prospecting Static CBO",120244285703060327,"Broad_Pack4 - May 14",120244860329750327,"Avatar - Gift 3",120244920753240327,instagram,Feed,iphone,not_delivering,ad,,,,Incremental,,,,0,,,https://eastcoastartstudio.com/,SHOP_NOW,{{product.name}},,3,,,,,,,,,,,,,,,not_delivering,,,,,,,3,,,,3,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"Prospecting Static CBO",120244285703060327,"Broad_Pack5 - May 18",120245126176160327,"40 Year Old Women - Hometown Pride",120245127209450327,facebook,Feed,0,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,0,,,https://eastcoastartstudio.com/,SHOP_NOW,{{product.name}},,,,,,,,,,,,,,,,,not_delivering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2026-01-01,2026-07-09
"Prospecting Static CBO",120244285703060327,"Broad_Pack4 - May 14",120244860329750327,"Avatar - Gift 3",120244920753240327,facebook,Feed,desktop,not_delivering,ad,,,,Incremental,,,,0,,,https://eastcoastartstudio.com/,SHOP_NOW,{{product.name}},,,,,,,,,,,,,,,,,not_delivering,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"Prospecting Static CBO",120244285703060327,"Broad_Pack4 - May 14",120244860329750327,"Avatar - Gift 3",120244920753240327,facebook,Feed,ipad,not_delivering,ad,,,,Incremental,,,,0,,,https://eastcoastartstudio.com/,SHOP_NOW,{{product.name}},,2,,,,,,,,,,,,,,,not_delivering,,,,,,,2,,,,2,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"Prospecting Static CBO",120244285703060327,"Broad_Pack4 - May 14",120244860329750327,"Avatar - Gift 3",120244920753240327,facebook,Feed,android_smartphone,not_delivering,ad,,,,Incremental,,,,0,,,https://eastcoastartstudio.com/,SHOP_NOW,{{product.name}},,3,,,,,,,,,,,,,,,not_delivering,,,,,,,3,,,,3,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"Prospecting Static CBO",120244285703060327,"Broad_Pack4 - May 14",120244860329750327,"Avatar - Gift 3",120244920753240327,facebook,Feed,iphone,not_delivering,ad,,,,Incremental,,,,0,,,https://eastcoastartstudio.com/,SHOP_NOW,{{product.name}},,9,,,,,,,,,,,,,,,not_delivering,,,,,,,11,,,,11,2,,,,,,,9,7,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"LittleData - Prospecting CBO",120246244099810327,"Concept 7 - fathers day",120246792964980327,"father/son ad",120246792964970327,instagram,Feed,iphone,not_delivering,ad,,,,Incremental,,,,0,,,http://eastcoastartstudio.com/,SHOP_NOW,{{product.name}},,,,,,,,,,,,,,,,,not_delivering,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"Prospecting Static CBO",120244285703060327,"Broad_Pack5 - May 18",120245126176160327,"Middle Aged Women -  Gifting",120245127498590327,facebook,Feed,desktop,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,0,,,https://eastcoastartstudio.com/,SHOP_NOW,{{product.name}},,1,,,,,,,,,,,,,,,not_delivering,,,,,,,1,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"Prospecting Static CBO",120244285703060327,"Broad_Pack5 - May 18",120245126176160327,"40 Year Old Women - Hometown Pride",120245127209450327,facebook,Feed,iphone,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,0,,,https://eastcoastartstudio.com/,SHOP_NOW,{{product.name}},,2,,,,,,,,,,,,,,,not_delivering,,,,,,,4,,,,4,2,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"1 Image Static",120244289186820327,facebook,"Search results",android_smartphone,inactive,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,0,,,https://eastcoastartstudio.com/products/duval-street-print-cubist-key-west-florida-usa?variant=47612960669834,SHOP_NOW,{{product.name}},,1,,,,,,,,,,,,,,,inactive,,,,,,,1,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"Prospecting Static CBO",120244285703060327,"Broad_Pack5 - May 18",120245126176160327,"40 Year Old Women - Hometown Pride",120245127209450327,facebook,Feed,desktop,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,0,,,https://eastcoastartstudio.com/,SHOP_NOW,{{product.name}},,1,,,,,,,,,,,,,,,not_delivering,,,,,,,1,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"Prospecting Static CBO",120244285703060327,"Broad_Pack5 - May 18",120245126176160327,"40 Year Old Women - Hometown Pride",120245127209450327,instagram,Feed,iphone,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,0,,,https://eastcoastartstudio.com/,SHOP_NOW,{{product.name}},,1,,,,,,,,,,,,,,,not_delivering,,,,,,,2,,,,2,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 4 - Where we met",120247312792460327,"3 Print Static Ad",120247312792630327,facebook,Feed,0,not_delivering,ad,,,,Incremental,,,,0,,,http://eastcoastartstudio.com/,SHOP_NOW,{{product.name}},,,,,,,,,,,,,,,,,not_delivering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2026-01-01,2026-07-09
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 4 - Where we met",120247312792460327,"3 Print Static Ad",120247312792630327,facebook,Feed,ipad,not_delivering,ad,,,,Incremental,,,,0,,,http://eastcoastartstudio.com/,SHOP_NOW,{{product.name}},,2,,,,,,,,,,,,,,,not_delivering,,,,,,,2,,,,2,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 4 - Where we met",120247312792460327,"3 Print Static Ad",120247312792630327,facebook,Feed,iphone,not_delivering,ad,,,,Incremental,,,,0,,,http://eastcoastartstudio.com/,SHOP_NOW,{{product.name}},,3,,,,,,,,,,,,,,,not_delivering,,,,,,,3,,,,3,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"1 Image Static",120244289186820327,facebook,Feed,iphone,inactive,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,0,,,https://eastcoastartstudio.com/products/duval-street-print-cubist-key-west-florida-usa?variant=47612960669834,SHOP_NOW,{{product.name}},,2,,,,,,,,,,,,,,,inactive,,,,,,,2,,,,2,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"Prospecting Static CBO",120244285703060327,"Broad_Pack3 - May 9",120244619377280327,"9 Image + Discount",120244629176600327,instagram,"Instagram Reels",ipad,not_delivering,ad,,,,Incremental,,,,0,,,https://eastcoastartstudio.com/collections/best-sellers,SHOP_NOW,{{product.name}},,3,,,,,,,,,,,,,,,not_delivering,,,,,,,5,,,,5,1,,1,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"Prospecting Static CBO",120244285703060327,"Broad_Pack3 - May 9",120244619377280327,"9 Image + Discount",120244629176600327,instagram,"Instagram Reels",iphone,not_delivering,ad,,,,Incremental,,,,0,,,https://eastcoastartstudio.com/collections/best-sellers,SHOP_NOW,{{product.name}},,11,,,,,,,,,,,,,,,not_delivering,,,,,,,12,,,,12,1,,,,,,,11,11,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"LittleData - Retargeting Duplicate",120247312851600327,"Retargeting Testing",120247312851610327,"Good quality ad",120247312851590327,facebook,"Facebook Reels",ipad,not_delivering,ad,,,,Incremental,,,,0,,,http://eastcoastartstudio.com/,SHOP_NOW,{{product.name}},,2,,,,,,,,,,,,,,,not_delivering,,,,,,,3,,,,3,1,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"Manual Carousel",120244289774560327,facebook,Feed,android_smartphone,inactive,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,0,,,https://eastcoastartstudio.com/,SHOP_NOW,,,1,,,,,,,,,,,,,,,inactive,,,,,,,1,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 2 - Best Gift",120247312792440327,"1 Print Static",120247312792570327,instagram,"Instagram Stories",ipad,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,0,,,https://eastcoastartstudio.com/collections/best-sellers,SHOP_NOW,{{product.name}},,1,,,,,,,,,,,,,,,not_delivering,,,,,,,1,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 2 - Best Gift",120247312792440327,"1 Print Static",120247312792570327,instagram,"Instagram Stories",0,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,0,,,https://eastcoastartstudio.com/collections/best-sellers,SHOP_NOW,{{product.name}},,,,,,,,,,,,,,,,,not_delivering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,1,,,1,,,,2026-01-01,2026-07-09
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 2 - Best Gift",120247312792440327,"1 Print Static",120247312792570327,facebook,"Right column",desktop,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,0,,,https://eastcoastartstudio.com/collections/best-sellers,SHOP_NOW,{{product.name}},,1,,,,,,,,,,,,,,,not_delivering,,,,,,,1,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 2 - Best Gift",120247312792440327,"1 Print Static",120247312792570327,instagram,Feed,android_smartphone,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,0,,,https://eastcoastartstudio.com/collections/best-sellers,SHOP_NOW,{{product.name}},,1,,,,,,,,,,,,,,,not_delivering,,,,,,,1,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 2 - Best Gift",120247312792440327,"1 Print Static",120247312792570327,instagram,Feed,iphone,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,0,,,https://eastcoastartstudio.com/collections/best-sellers,SHOP_NOW,{{product.name}},,40,,,,,,,,,,,,,,,not_delivering,,,,,,,50,,,,50,10,,,,,,,36,26,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 2 - Best Gift",120247312792440327,"1 Print Static",120247312792570327,instagram,Feed,ipad,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,0,,,https://eastcoastartstudio.com/collections/best-sellers,SHOP_NOW,{{product.name}},,2,,,,,,,,,,,,,,,not_delivering,,,,,,,2,,,,2,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 2 - Best Gift",120247312792440327,"1 Print Static",120247312792570327,facebook,Feed,android_smartphone,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,0,,,https://eastcoastartstudio.com/collections/best-sellers,SHOP_NOW,{{product.name}},,6,,,,,,,,,,,,,,,not_delivering,,,,,,,8,,,,8,1,,1,,,,,5,5,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 2 - Best Gift",120247312792440327,"1 Print Static",120247312792570327,facebook,Feed,iphone,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,0,,,https://eastcoastartstudio.com/collections/best-sellers,SHOP_NOW,{{product.name}},,43,,,,,,,,,,,,,,,not_delivering,,,,,,,43,,,,43,,,,,,,,37,31,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 2 - Best Gift",120247312792440327,"1 Print Static",120247312792570327,facebook,Feed,ipad,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,0,,,https://eastcoastartstudio.com/collections/best-sellers,SHOP_NOW,{{product.name}},,8,,,,,,,,,,,,,,,not_delivering,,,,,,,8,,,,8,,,,,,,,8,6,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 2 - Best Gift",120247312792440327,"1 Print Static",120247312792570327,facebook,Feed,desktop,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,0,,,https://eastcoastartstudio.com/collections/best-sellers,SHOP_NOW,{{product.name}},,7,,,,,,,,,,,,,,,not_delivering,,,,,,,7,,,,7,,,,,,,,7,7,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 2 - Best Gift",120247312792440327,"1 Print Static",120247312792570327,facebook,Feed,0,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,0,,,https://eastcoastartstudio.com/collections/best-sellers,SHOP_NOW,{{product.name}},,,,,,,,,,,,,,,,,not_delivering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2026-01-01,2026-07-09
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 2 - Best Gift",120247312792440327,"1 Print Static",120247312792570327,facebook,Marketplace,iphone,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,0,,,https://eastcoastartstudio.com/collections/best-sellers,SHOP_NOW,{{product.name}},,1,,,,,,,,,,,,,,,not_delivering,,,,,,,1,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 2 - Best Gift",120247312792440327,"1 Print Static",120247312792570327,facebook,"Search results",iphone,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,0,,,https://eastcoastartstudio.com/collections/best-sellers,SHOP_NOW,{{product.name}},,4,,,,,,,,,,,,,,,not_delivering,,,,,,,4,,,,4,,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"Manual Carousel",120244289774560327,instagram,Feed,iphone,inactive,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,0,,,https://eastcoastartstudio.com/,SHOP_NOW,,,2,,,,,,,,,,,,,,,inactive,,,,,,,2,,,,2,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"Manual Carousel",120244289774560327,facebook,Feed,iphone,inactive,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,0,,,https://eastcoastartstudio.com/,SHOP_NOW,,,,,,,,,,,,,,,,,,inactive,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 2 - Best Gift",120247312792440327,"1 Print Static",120247312792570327,instagram,"Instagram Stories",android_smartphone,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,0,,,https://eastcoastartstudio.com/collections/best-sellers,SHOP_NOW,{{product.name}},,3,,,,,,,,,,,,,,,not_delivering,,,,,,,3,,,,3,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"Music Row Single PDP Test",120244718915920327,"New Sales Ad Set",120244718915930327,"Music Row Static - Pride",120244723901460327,instagram,Feed,iphone,not_delivering,ad,,,,Incremental,,,,0,,,https://eastcoastartstudio.com/products/music-row-wall-art-cubist-nashville-tennessee-usa?variant=47612726968458,SHOP_NOW,{{product.name}},,27,,,,,,,,,,,,,,,not_delivering,,,,,,,36,,,,36,7,1,1,,,,,27,24,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"Music Row Single PDP Test",120244718915920327,"New Sales Ad Set",120244718915930327,"Music Row Static - Pride",120244723901460327,instagram,"Instagram Reels",iphone,not_delivering,ad,,,,Incremental,,,,0,,,https://eastcoastartstudio.com/products/music-row-wall-art-cubist-nashville-tennessee-usa?variant=47612726968458,SHOP_NOW,{{product.name}},,1,,,,,,,,,,,,,,,not_delivering,,,,,,,1,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"Music Row Single PDP Test",120244718915920327,"New Sales Ad Set",120244718915930327,"Music Row Static - Pride",120244723901460327,facebook,"Facebook profile feed",iphone,not_delivering,ad,,,,Incremental,,,,0,,,https://eastcoastartstudio.com/products/music-row-wall-art-cubist-nashville-tennessee-usa?variant=47612726968458,SHOP_NOW,{{product.name}},,2,,,,,,,,,,,,,,,not_delivering,,,,,,,2,,,,2,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"Music Row Single PDP Test",120244718915920327,"New Sales Ad Set",120244718915930327,"Music Row Static - Pride",120244723901460327,threads,"Threads feed",iphone,not_delivering,ad,,,,Incremental,,,,0,,,https://eastcoastartstudio.com/products/music-row-wall-art-cubist-nashville-tennessee-usa?variant=47612726968458,SHOP_NOW,{{product.name}},,1,,,,,,,,,,,,,,,not_delivering,,,,,,,1,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"Music Row Single PDP Test",120244718915920327,"New Sales Ad Set",120244718915930327,"Music Row Static - Pride",120244723901460327,instagram,Feed,0,not_delivering,ad,,,,Incremental,,,,0,,,https://eastcoastartstudio.com/products/music-row-wall-art-cubist-nashville-tennessee-usa?variant=47612726968458,SHOP_NOW,{{product.name}},,,,,,,,,,,,,,,,,not_delivering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,2026-01-01,2026-07-09
"Music Row Single PDP Test",120244718915920327,"New Sales Ad Set",120244718915930327,"Music Row Static - Pride",120244723901460327,instagram,Feed,ipad,not_delivering,ad,,,,Incremental,,,,0,,,https://eastcoastartstudio.com/products/music-row-wall-art-cubist-nashville-tennessee-usa?variant=47612726968458,SHOP_NOW,{{product.name}},,1,,,,,,,,,,,,,,,not_delivering,,,,,,,1,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
"Music Row Single PDP Test",120244718915920327,"New Sales Ad Set",120244718915930327,"Music Row Static - Pride",120244723901460327,instagram,Feed,android_smartphone,not_delivering,ad,,,,Incremental,,,,0,,,https://eastcoastartstudio.com/products/music-row-wall-art-cubist-nashville-tennessee-usa?variant=47612726968458,SHOP_NOW,{{product.name}},,6,,,,,,,,,,,,,,,not_delivering,,,,,,,6,,,,6,,,,,,,,6,3,,,,,,,,,,,,,,,,,,,,,,2026-01-01,2026-07-09
