"Campaign name","Campaign ID","Ad set name","Ad set ID","Ad name","Ad ID",Placement,"Conversion device",Platform,Day,"Delivery status","Delivery level",Reach,Impressions,Frequency,"Attribution setting","Result type",Results,"Amount spent (USD)","Cost per result",Starts,Ends,"Reporting starts","Reporting ends"
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"Multiple Pieces",120244294666470327,Feed,iphone,instagram,2026-05-16,inactive,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,,2026-05-03,Ongoing,2026-05-16,2026-05-16
"Prospecting Static CBO",120244285703060327,"Broad_Pack3 - May 9",120244619377280327,"9 Image + Discount",120244629176600327,Feed,0,instagram,2026-05-16,not_delivering,ad,,,,Incremental,,,,,2026-05-09,Ongoing,2026-05-16,2026-05-16
"Prospecting Static CBO",120244285703060327,"Broad_Pack3 - May 9",120244619377280327,"9 Image + Discount",120244629176600327,Unknown,0,unknown,2026-05-16,not_delivering,ad,,,,Incremental,,,,,2026-05-09,Ongoing,2026-05-16,2026-05-16
"Prospecting Static CBO",120244285703060327,"Broad_Pack3 - May 9",120244619377280327,"9 Image + Discount",120244629176600327,Feed,0,facebook,2026-05-16,not_delivering,ad,,,,Incremental,,,,,2026-05-09,Ongoing,2026-05-16,2026-05-16
"Prospecting Static CBO",120244285703060327,"Broad_Pack3 - May 9",120244619377280327,"9 Image + Discount",120244629176600327,Feed,iphone,instagram,2026-05-16,not_delivering,ad,,,,Incremental,,,,,2026-05-09,Ongoing,2026-05-16,2026-05-16
"Music Row Single PDP Test",120244718915920327,"New Sales Ad Set",120244718915930327,"Music Row Static - Pride",120244723901460327,"Facebook profile feed",0,facebook,2026-05-16,not_delivering,ad,,,,Incremental,,,,,2026-05-11,Ongoing,2026-05-16,2026-05-16
"Music Row Single PDP Test",120244718915920327,"New Sales Ad Set",120244718915930327,"Music Row Static - Pride",120244723901460327,Feed,0,facebook,2026-05-16,not_delivering,ad,,,,Incremental,,,,,2026-05-11,Ongoing,2026-05-16,2026-05-16
"Music Row Single PDP Test",120244718915920327,"New Sales Ad Set",120244718915930327,"Music Row Static - Pride",120244723901460327,Feed,desktop,facebook,2026-05-16,not_delivering,ad,,,,Incremental,,,,,2026-05-11,Ongoing,2026-05-16,2026-05-16
"Music Row Single PDP Test",120244718915920327,"New Sales Ad Set",120244718915930327,"Music Row Static - Pride",120244723901460327,Feed,ipad,facebook,2026-05-16,not_delivering,ad,,,,Incremental,,,,,2026-05-11,Ongoing,2026-05-16,2026-05-16
"Music Row Single PDP Test",120244718915920327,"New Sales Ad Set",120244718915930327,"Music Row Static - Pride",120244723901460327,Feed,iphone,facebook,2026-05-16,not_delivering,ad,,,,Incremental,,,,,2026-05-11,Ongoing,2026-05-16,2026-05-16
"Prospecting Static CBO",120244285703060327,"Broad_Pack3 - May 9",120244619377280327,"9 Image + Discount",120244629176600327,Feed,android_smartphone,instagram,2026-05-16,not_delivering,ad,,,,Incremental,,,,,2026-05-09,Ongoing,2026-05-16,2026-05-16
"Music Row Single PDP Test",120244718915920327,"New Sales Ad Set",120244718915930327,"Music Row Static - Pride",120244723901460327,Feed,0,instagram,2026-05-16,not_delivering,ad,,,,Incremental,,,,,2026-05-11,Ongoing,2026-05-16,2026-05-16
"Music Row Single PDP Test",120244718915920327,"New Sales Ad Set",120244718915930327,"Music Row Static - Pride",120244723901460327,Feed,iphone,instagram,2026-05-16,not_delivering,ad,,,,Incremental,,,,,2026-05-11,Ongoing,2026-05-16,2026-05-16
"Music Row Single PDP Test",120244718915920327,"New Sales Ad Set",120244718915930327,"Music Row Static - Pride",120244723901460327,Feed,android_smartphone,facebook,2026-05-16,not_delivering,ad,,,,Incremental,,,,,2026-05-11,Ongoing,2026-05-16,2026-05-16
"Music Row Single PDP Test",120244718915920327,"New Sales Ad Set",120244718915930327,"Music Row Static - Pride",120244723901460327,"Facebook profile feed",iphone,facebook,2026-05-16,not_delivering,ad,,,,Incremental,,,,,2026-05-11,Ongoing,2026-05-16,2026-05-16
"Prospecting Static CBO",120244285703060327,"Broad_Pack3 - May 9",120244619377280327,"9 Image + Discount",120244629176600327,Feed,android_smartphone,facebook,2026-05-16,not_delivering,ad,,,,Incremental,,,,,2026-05-09,Ongoing,2026-05-16,2026-05-16
"Prospecting Static CBO",120244285703060327,"Broad_Pack3 - May 9",120244619377280327,"9 Image + Discount",120244629176600327,Feed,desktop,facebook,2026-05-16,not_delivering,ad,,,,Incremental,,,,,2026-05-09,Ongoing,2026-05-16,2026-05-16
"Prospecting Static CBO",120244285703060327,"Broad_Pack3 - May 9",120244619377280327,"9 Image + Discount",120244629176600327,Feed,iphone,facebook,2026-05-16,not_delivering,ad,,,,Incremental,,,,,2026-05-09,Ongoing,2026-05-16,2026-05-16
"Prospecting Static CBO",120244285703060327,"Broad_Pack3 - May 9",120244619377280327,"9 Image + Discount",120244629176600327,"Facebook Reels",iphone,facebook,2026-05-16,not_delivering,ad,,,,Incremental,,,,,2026-05-09,Ongoing,2026-05-16,2026-05-16
"Prospecting Static CBO",120244285703060327,"Broad_Pack3 - May 9",120244619377280327,"9 Image + Discount",120244629176600327,"Facebook Reels",0,facebook,2026-05-16,not_delivering,ad,,,,Incremental,,,,,2026-05-09,Ongoing,2026-05-16,2026-05-16
"Prospecting Static CBO",120244285703060327,"Broad_Pack3 - May 9",120244619377280327,"9 Image + Discount",120244629176600327,Feed,ipad,facebook,2026-05-16,not_delivering,ad,,,,Incremental,,,,,2026-05-09,Ongoing,2026-05-16,2026-05-16
"Video Ads",120244859763850327,"UGC Videos",120244859763860327,"Blue Shirt UGC",120244859763840327,"Facebook Reels",ipad,facebook,2026-05-15,not_delivering,ad,,,,Incremental,,,,,2026-05-13,Ongoing,2026-05-15,2026-05-15
"Video Ads",120244859763850327,"UGC Videos",120244859763860327,"Blue Shirt UGC",120244859763840327,Feed,iphone,instagram,2026-05-15,not_delivering,ad,,,,Incremental,,,,,2026-05-13,Ongoing,2026-05-15,2026-05-15
"Video Ads",120244859763850327,"UGC Videos",120244859763860327,"Blue Shirt UGC",120244859763840327,"Facebook Reels",iphone,facebook,2026-05-15,not_delivering,ad,,,,Incremental,,,,,2026-05-13,Ongoing,2026-05-15,2026-05-15
"Video Ads",120244859763850327,"UGC Videos",120244859763860327,"Blue Shirt UGC",120244859763840327,"Facebook Reels",android_smartphone,facebook,2026-05-15,not_delivering,ad,,,,Incremental,,,,,2026-05-13,Ongoing,2026-05-15,2026-05-15
"Video Ads",120244859763850327,"UGC Videos",120244859763860327,"Blue Shirt UGC",120244859763840327,Feed,iphone,facebook,2026-05-15,not_delivering,ad,,,,Incremental,,,,,2026-05-13,Ongoing,2026-05-15,2026-05-15
"Video Ads",120244859763850327,"UGC Videos",120244859763860327,"Blue Shirt UGC",120244859763840327,"Instagram Reels",iphone,instagram,2026-05-15,not_delivering,ad,,,,Incremental,,,,,2026-05-13,Ongoing,2026-05-15,2026-05-15
"Video Ads",120244859763850327,"UGC Videos",120244859763860327,"Blue Shirt UGC",120244859763840327,"Instagram Reels",android_smartphone,instagram,2026-05-15,not_delivering,ad,,,,Incremental,,,,,2026-05-13,Ongoing,2026-05-15,2026-05-15
"Video Ads",120244859763850327,"UGC Videos",120244859763860327,"Blue Shirt UGC",120244859763840327,"Instagram Reels",ipad,instagram,2026-05-15,not_delivering,ad,,,,Incremental,,,,,2026-05-13,Ongoing,2026-05-15,2026-05-15
"Video Ads",120244859763850327,"UGC Videos",120244859763860327,"Blue Shirt UGC",120244859763840327,Feed,0,facebook,2026-05-15,not_delivering,ad,,,,Incremental,,,,,2026-05-13,Ongoing,2026-05-15,2026-05-15
"Prospecting Static CBO",120244285703060327,Broad_Pack2,120244380430020327,"6 Images",120244439296070327,"Search results",iphone,facebook,2026-05-15,inactive,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,,2026-05-05,Ongoing,2026-05-15,2026-05-15
"Prospecting Static CBO",120244285703060327,Broad_Pack2,120244380430020327,"6 Images",120244439296070327,"Search results",0,facebook,2026-05-15,inactive,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,,2026-05-05,Ongoing,2026-05-15,2026-05-15
"Music Row Single PDP Test",120244718915920327,"New Sales Ad Set",120244718915930327,"Music Row Static - Pride",120244723901460327,Unknown,0,unknown,2026-05-15,not_delivering,ad,,,,Incremental,,,,,2026-05-11,Ongoing,2026-05-15,2026-05-15
"Prospecting Static CBO",120244285703060327,Broad_Pack2,120244380430020327,"6 Images",120244439296070327,Feed,desktop,facebook,2026-05-15,inactive,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,,2026-05-05,Ongoing,2026-05-15,2026-05-15
"Prospecting Static CBO",120244285703060327,Broad_Pack2,120244380430020327,"6 Images",120244439296070327,Feed,iphone,facebook,2026-05-15,inactive,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,,2026-05-05,Ongoing,2026-05-15,2026-05-15
"Prospecting Static CBO",120244285703060327,Broad_Pack2,120244380430020327,"6 Images",120244439296070327,Feed,0,facebook,2026-05-15,inactive,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,,2026-05-05,Ongoing,2026-05-15,2026-05-15
"Prospecting Static CBO",120244285703060327,Broad_Pack2,120244380430020327,"6 Images",120244439296070327,"Instagram Reels",0,instagram,2026-05-15,inactive,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,,2026-05-05,Ongoing,2026-05-15,2026-05-15
"Prospecting Static CBO",120244285703060327,Broad_Pack2,120244380430020327,"6 Images",120244439296070327,"Facebook Reels",iphone,facebook,2026-05-15,inactive,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,,2026-05-05,Ongoing,2026-05-15,2026-05-15
"Prospecting Static CBO",120244285703060327,Broad_Pack2,120244380430020327,"6 Images",120244439296070327,Feed,0,instagram,2026-05-15,inactive,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,,2026-05-05,Ongoing,2026-05-15,2026-05-15
"Prospecting Static CBO",120244285703060327,Broad_Pack2,120244380430020327,"6 Images",120244439296070327,Feed,iphone,instagram,2026-05-15,inactive,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,,2026-05-05,Ongoing,2026-05-15,2026-05-15
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"Multiple Pieces",120244294666470327,"Instagram Stories",0,instagram,2026-05-15,inactive,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,,2026-05-03,Ongoing,2026-05-15,2026-05-15
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"Multiple Pieces",120244294666470327,Feed,0,facebook,2026-05-15,inactive,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,,2026-05-03,Ongoing,2026-05-15,2026-05-15
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"Multiple Pieces",120244294666470327,Feed,iphone,instagram,2026-05-15,inactive,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,,2026-05-03,Ongoing,2026-05-15,2026-05-15
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"Multiple Pieces",120244294666470327,Feed,0,instagram,2026-05-15,inactive,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,,2026-05-03,Ongoing,2026-05-15,2026-05-15
"Video Ads",120244859763850327,"UGC Videos",120244859763860327,"Blue Shirt UGC",120244859763840327,"Instagram Stories",iphone,instagram,2026-05-15,not_delivering,ad,,,,Incremental,,,,,2026-05-13,Ongoing,2026-05-15,2026-05-15
"Video Ads",120244859763850327,"UGC Videos",120244859763860327,"Blue Shirt UGC",120244859763840327,Marketplace,iphone,facebook,2026-05-15,not_delivering,ad,,,,Incremental,,,,,2026-05-13,Ongoing,2026-05-15,2026-05-15
"Music Row Single PDP Test",120244718915920327,"New Sales Ad Set",120244718915930327,"Music Row Static - Pride",120244723901460327,Feed,iphone,facebook,2026-05-15,not_delivering,ad,,,,Incremental,,,,,2026-05-11,Ongoing,2026-05-15,2026-05-15
"Video Ads",120244859763850327,"UGC Videos",120244859763860327,"Blue Shirt UGC",120244859763840327,"Instagram Stories",ipad,instagram,2026-05-15,not_delivering,ad,,,,Incremental,,,,,2026-05-13,Ongoing,2026-05-15,2026-05-15
"Prospecting Static CBO",120244285703060327,"Broad_Pack3 - May 9",120244619377280327,"9 Image + Discount",120244629176600327,"Instagram Stories",iphone,instagram,2026-05-15,not_delivering,ad,,,,Incremental,,,,,2026-05-09,Ongoing,2026-05-15,2026-05-15
"Music Row Single PDP Test",120244718915920327,"New Sales Ad Set",120244718915930327,"Music Row Static - Pride",120244723901460327,Feed,0,facebook,2026-05-15,not_delivering,ad,,,,Incremental,,,,,2026-05-11,Ongoing,2026-05-15,2026-05-15
"Music Row Single PDP Test",120244718915920327,"New Sales Ad Set",120244718915930327,"Music Row Static - Pride",120244723901460327,Feed,android_tablet,facebook,2026-05-15,not_delivering,ad,,,,Incremental,,,,,2026-05-11,Ongoing,2026-05-15,2026-05-15
"Music Row Single PDP Test",120244718915920327,"New Sales Ad Set",120244718915930327,"Music Row Static - Pride",120244723901460327,Feed,android_smartphone,facebook,2026-05-15,not_delivering,ad,,,,Incremental,,,,,2026-05-11,Ongoing,2026-05-15,2026-05-15
"Music Row Single PDP Test",120244718915920327,"New Sales Ad Set",120244718915930327,"Music Row Static - Pride",120244723901460327,"Threads feed",iphone,threads,2026-05-15,not_delivering,ad,,,,Incremental,,,,,2026-05-11,Ongoing,2026-05-15,2026-05-15
"Music Row Single PDP Test",120244718915920327,"New Sales Ad Set",120244718915930327,"Music Row Static - Pride",120244723901460327,Feed,0,instagram,2026-05-15,not_delivering,ad,,,,Incremental,,,,,2026-05-11,Ongoing,2026-05-15,2026-05-15
"Music Row Single PDP Test",120244718915920327,"New Sales Ad Set",120244718915930327,"Music Row Static - Pride",120244723901460327,Feed,ipad,instagram,2026-05-15,not_delivering,ad,,,,Incremental,,,,,2026-05-11,Ongoing,2026-05-15,2026-05-15
"Prospecting Static CBO",120244285703060327,"Broad_Pack3 - May 9",120244619377280327,"3 Image + Copy",120244627624380327,Feed,0,facebook,2026-05-15,inactive,ad,,,,Incremental,,,,,2026-05-09,Ongoing,2026-05-15,2026-05-15
"Music Row Single PDP Test",120244718915920327,"New Sales Ad Set",120244718915930327,"Music Row Static - Pride",120244723901460327,Feed,android_smartphone,instagram,2026-05-15,not_delivering,ad,,,,Incremental,,,,,2026-05-11,Ongoing,2026-05-15,2026-05-15
"Prospecting Static CBO",120244285703060327,"Broad_Pack3 - May 9",120244619377280327,"9 Image + Discount",120244629176600327,"Instagram Stories",0,instagram,2026-05-15,not_delivering,ad,,,,Incremental,,,,,2026-05-09,Ongoing,2026-05-15,2026-05-15
"Music Row Single PDP Test",120244718915920327,"New Sales Ad Set",120244718915930327,"Music Row Static - Pride",120244723901460327,Feed,iphone,instagram,2026-05-15,not_delivering,ad,,,,Incremental,,,,,2026-05-11,Ongoing,2026-05-15,2026-05-15
"Prospecting Static CBO",120244285703060327,"Broad_Pack3 - May 9",120244619377280327,"9 Image + Discount",120244629176600327,"Search results",0,facebook,2026-05-15,not_delivering,ad,,,,Incremental,,,,,2026-05-09,Ongoing,2026-05-15,2026-05-15
"Prospecting Static CBO",120244285703060327,"Broad_Pack3 - May 9",120244619377280327,"9 Image + Discount",120244629176600327,"Instagram Reels",0,instagram,2026-05-15,not_delivering,ad,,,,Incremental,,,,,2026-05-09,Ongoing,2026-05-15,2026-05-15
"Prospecting Static CBO",120244285703060327,"Broad_Pack3 - May 9",120244619377280327,"9 Image + Discount",120244629176600327,Feed,0,instagram,2026-05-15,not_delivering,ad,,,,Incremental,,,,,2026-05-09,Ongoing,2026-05-15,2026-05-15
"Prospecting Static CBO",120244285703060327,"Broad_Pack3 - May 9",120244619377280327,"9 Image + Discount",120244629176600327,"Search results",iphone,facebook,2026-05-15,not_delivering,ad,,,,Incremental,,,,,2026-05-09,Ongoing,2026-05-15,2026-05-15
"Prospecting Static CBO",120244285703060327,"Broad_Pack3 - May 9",120244619377280327,"9 Image + Discount",120244629176600327,"Instagram Reels",iphone,instagram,2026-05-15,not_delivering,ad,,,,Incremental,,,,,2026-05-09,Ongoing,2026-05-15,2026-05-15
"Prospecting Static CBO",120244285703060327,"Broad_Pack3 - May 9",120244619377280327,"9 Image + Discount",120244629176600327,"Instagram Reels",ipad,instagram,2026-05-15,not_delivering,ad,,,,Incremental,,,,,2026-05-09,Ongoing,2026-05-15,2026-05-15
"Prospecting Static CBO",120244285703060327,"Broad_Pack3 - May 9",120244619377280327,"9 Image + Discount",120244629176600327,Feed,iphone,instagram,2026-05-15,not_delivering,ad,,,,Incremental,,,,,2026-05-09,Ongoing,2026-05-15,2026-05-15
"Prospecting Static CBO",120244285703060327,"Broad_Pack3 - May 9",120244619377280327,"9 Image + Discount",120244629176600327,Feed,0,facebook,2026-05-15,not_delivering,ad,,,,Incremental,,,,,2026-05-09,Ongoing,2026-05-15,2026-05-15
"Prospecting Static CBO",120244285703060327,"Broad_Pack3 - May 9",120244619377280327,"9 Image + Discount",120244629176600327,Feed,iphone,facebook,2026-05-15,not_delivering,ad,,,,Incremental,,,,,2026-05-09,Ongoing,2026-05-15,2026-05-15
"Prospecting Static CBO",120244285703060327,"Broad_Pack3 - May 9",120244619377280327,"9 Image + Discount",120244629176600327,Feed,desktop,facebook,2026-05-15,not_delivering,ad,,,,Incremental,,,,,2026-05-09,Ongoing,2026-05-15,2026-05-15
"Prospecting Static CBO",120244285703060327,"Broad_Pack3 - May 9",120244619377280327,"9 Image + Discount",120244629176600327,Feed,android_smartphone,facebook,2026-05-15,not_delivering,ad,,,,Incremental,,,,,2026-05-09,Ongoing,2026-05-15,2026-05-15
"Prospecting Static CBO",120244285703060327,Broad_Pack2,120244380430020327,"6 Images",120244439296070327,Feed,0,facebook,2026-05-14,inactive,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,,2026-05-05,Ongoing,2026-05-14,2026-05-14
"Video Ads",120244859763850327,"UGC Videos",120244859763860327,"Blue Shirt UGC",120244859763840327,"Instagram Reels",iphone,instagram,2026-05-14,not_delivering,ad,,,,Incremental,,,,,2026-05-13,Ongoing,2026-05-14,2026-05-14
"Video Ads",120244859763850327,"UGC Videos",120244859763860327,"Blue Shirt UGC",120244859763840327,"Instagram Reels",android_smartphone,instagram,2026-05-14,not_delivering,ad,,,,Incremental,,,,,2026-05-13,Ongoing,2026-05-14,2026-05-14
"Video Ads",120244859763850327,"UGC Videos",120244859763860327,"Blue Shirt UGC",120244859763840327,"Facebook Reels",ipad,facebook,2026-05-14,not_delivering,ad,,,,Incremental,,,,,2026-05-13,Ongoing,2026-05-14,2026-05-14
"Video Ads",120244859763850327,"UGC Videos",120244859763860327,"Blue Shirt UGC",120244859763840327,"Facebook Reels",0,facebook,2026-05-14,not_delivering,ad,,,,Incremental,,,,,2026-05-13,Ongoing,2026-05-14,2026-05-14
"Video Ads",120244859763850327,"UGC Videos",120244859763860327,"Blue Shirt UGC",120244859763840327,"Facebook Reels",android_smartphone,facebook,2026-05-14,not_delivering,ad,,,,Incremental,,,,,2026-05-13,Ongoing,2026-05-14,2026-05-14
"Video Ads",120244859763850327,"UGC Videos",120244859763860327,"Blue Shirt UGC",120244859763840327,"Facebook Reels",iphone,facebook,2026-05-14,not_delivering,ad,,,,Incremental,,,,,2026-05-13,Ongoing,2026-05-14,2026-05-14
"Video Ads",120244859763850327,"UGC Videos",120244859763860327,"Blue Shirt UGC",120244859763840327,Feed,android_smartphone,instagram,2026-05-14,not_delivering,ad,,,,Incremental,,,,,2026-05-13,Ongoing,2026-05-14,2026-05-14
"Video Ads",120244859763850327,"UGC Videos",120244859763860327,"Blue Shirt UGC",120244859763840327,Feed,0,instagram,2026-05-14,not_delivering,ad,,,,Incremental,,,,,2026-05-13,Ongoing,2026-05-14,2026-05-14
"Prospecting Static CBO",120244285703060327,Broad_Pack2,120244380430020327,"6 Images",120244439296070327,Marketplace,iphone,facebook,2026-05-14,inactive,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,,2026-05-05,Ongoing,2026-05-14,2026-05-14
"Prospecting Static CBO",120244285703060327,Broad_Pack2,120244380430020327,"6 Images",120244439296070327,Feed,android_smartphone,facebook,2026-05-14,inactive,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,,2026-05-05,Ongoing,2026-05-14,2026-05-14
"Prospecting Static CBO",120244285703060327,Broad_Pack2,120244380430020327,"6 Images",120244439296070327,Feed,iphone,facebook,2026-05-14,inactive,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,,2026-05-05,Ongoing,2026-05-14,2026-05-14
"Video Ads",120244859763850327,"UGC Videos",120244859763860327,"Blue Shirt UGC",120244859763840327,Feed,iphone,instagram,2026-05-14,not_delivering,ad,,,,Incremental,,,,,2026-05-13,Ongoing,2026-05-14,2026-05-14
"Prospecting Static CBO",120244285703060327,Broad_Pack2,120244380430020327,"6 Images",120244439296070327,"Threads feed",0,threads,2026-05-14,inactive,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,,2026-05-05,Ongoing,2026-05-14,2026-05-14
"Prospecting Static CBO",120244285703060327,Broad_Pack2,120244380430020327,"6 Images",120244439296070327,"Threads feed",iphone,threads,2026-05-14,inactive,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,,2026-05-05,Ongoing,2026-05-14,2026-05-14
"Prospecting Static CBO",120244285703060327,Broad_Pack2,120244380430020327,"6 Images",120244439296070327,Feed,ipad,instagram,2026-05-14,inactive,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,,2026-05-05,Ongoing,2026-05-14,2026-05-14
"Prospecting Static CBO",120244285703060327,Broad_Pack2,120244380430020327,"6 Images",120244439296070327,Feed,iphone,instagram,2026-05-14,inactive,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,,2026-05-05,Ongoing,2026-05-14,2026-05-14
"Prospecting Static CBO",120244285703060327,Broad_Pack2,120244380430020327,"6 Images",120244439296070327,Feed,0,instagram,2026-05-14,inactive,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,,2026-05-05,Ongoing,2026-05-14,2026-05-14
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"Multiple Pieces",120244294666470327,"Instagram Stories",iphone,instagram,2026-05-14,inactive,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,,2026-05-03,Ongoing,2026-05-14,2026-05-14
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"Multiple Pieces",120244294666470327,"Instagram Stories",0,instagram,2026-05-14,inactive,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,,2026-05-03,Ongoing,2026-05-14,2026-05-14
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"Multiple Pieces",120244294666470327,"Search results",0,facebook,2026-05-14,inactive,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,,2026-05-03,Ongoing,2026-05-14,2026-05-14
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"Multiple Pieces",120244294666470327,"Search results",iphone,facebook,2026-05-14,inactive,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,,2026-05-03,Ongoing,2026-05-14,2026-05-14
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"Multiple Pieces",120244294666470327,Feed,android_smartphone,facebook,2026-05-14,inactive,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,,2026-05-03,Ongoing,2026-05-14,2026-05-14
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"Multiple Pieces",120244294666470327,Feed,iphone,facebook,2026-05-14,inactive,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,,2026-05-03,Ongoing,2026-05-14,2026-05-14
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"Multiple Pieces",120244294666470327,Feed,0,facebook,2026-05-14,inactive,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,,2026-05-03,Ongoing,2026-05-14,2026-05-14
"Video Ads",120244859763850327,"UGC Videos",120244859763860327,"Blue Shirt UGC",120244859763840327,"Instagram Reels",ipad,instagram,2026-05-14,not_delivering,ad,,,,Incremental,,,,,2026-05-13,Ongoing,2026-05-14,2026-05-14
"Video Ads",120244859763850327,"UGC Videos",120244859763860327,"Blue Shirt UGC",120244859763840327,"Instagram Reels",0,instagram,2026-05-14,not_delivering,ad,,,,Incremental,,,,,2026-05-13,Ongoing,2026-05-14,2026-05-14
"Prospecting Static CBO",120244285703060327,"Broad_Pack4 - May 14",120244860329750327,"Avatar - Gift 3",120244920753240327,Feed,desktop,facebook,2026-05-14,not_delivering,ad,,,,Incremental,,,,,2026-05-14,Ongoing,2026-05-14,2026-05-14
"Video Ads",120244859763850327,"UGC Videos",120244859763860327,"Blue Shirt UGC",120244859763840327,Feed,iphone,facebook,2026-05-14,not_delivering,ad,,,,Incremental,,,,,2026-05-13,Ongoing,2026-05-14,2026-05-14
"Prospecting Static CBO",120244285703060327,"Broad_Pack3 - May 9",120244619377280327,"9 Image + Discount",120244629176600327,"Facebook Reels",0,facebook,2026-05-14,not_delivering,ad,,,,Incremental,,,,,2026-05-09,Ongoing,2026-05-14,2026-05-14
"Video Ads",120244859763850327,"UGC Videos",120244859763860327,"Blue Shirt UGC",120244859763840327,Feed,android_smartphone,facebook,2026-05-14,not_delivering,ad,,,,Incremental,,,,,2026-05-13,Ongoing,2026-05-14,2026-05-14
"Music Row Single PDP Test",120244718915920327,"New Sales Ad Set",120244718915930327,"Music Row Static - Pride",120244723901460327,Feed,iphone,facebook,2026-05-14,not_delivering,ad,,,,Incremental,,,,,2026-05-11,Ongoing,2026-05-14,2026-05-14
"Music Row Single PDP Test",120244718915920327,"New Sales Ad Set",120244718915930327,"Music Row Static - Pride",120244723901460327,Feed,android_smartphone,facebook,2026-05-14,not_delivering,ad,,,,Incremental,,,,,2026-05-11,Ongoing,2026-05-14,2026-05-14
"Music Row Single PDP Test",120244718915920327,"New Sales Ad Set",120244718915930327,"Music Row Static - Pride",120244723901460327,Feed,0,facebook,2026-05-14,not_delivering,ad,,,,Incremental,,,,,2026-05-11,Ongoing,2026-05-14,2026-05-14
"Music Row Single PDP Test",120244718915920327,"New Sales Ad Set",120244718915930327,"Music Row Static - Pride",120244723901460327,Feed,iphone,instagram,2026-05-14,not_delivering,ad,,,,Incremental,,,,,2026-05-11,Ongoing,2026-05-14,2026-05-14
"Music Row Single PDP Test",120244718915920327,"New Sales Ad Set",120244718915930327,"Music Row Static - Pride",120244723901460327,Feed,android_smartphone,instagram,2026-05-14,not_delivering,ad,,,,Incremental,,,,,2026-05-11,Ongoing,2026-05-14,2026-05-14
"Music Row Single PDP Test",120244718915920327,"New Sales Ad Set",120244718915930327,"Music Row Static - Pride",120244723901460327,Feed,0,instagram,2026-05-14,not_delivering,ad,,,,Incremental,,,,,2026-05-11,Ongoing,2026-05-14,2026-05-14
"Prospecting Static CBO",120244285703060327,"Broad_Pack3 - May 9",120244619377280327,"9 Image + Discount",120244629176600327,"Instagram Stories",iphone,instagram,2026-05-14,not_delivering,ad,,,,Incremental,,,,,2026-05-09,Ongoing,2026-05-14,2026-05-14
"Prospecting Static CBO",120244285703060327,"Broad_Pack3 - May 9",120244619377280327,"9 Image + Discount",120244629176600327,"Instagram Stories",0,instagram,2026-05-14,not_delivering,ad,,,,Incremental,,,,,2026-05-09,Ongoing,2026-05-14,2026-05-14
