"Campaign name","Campaign ID","Ad set name","Ad set ID","Ad name","Ad ID",Placement,"Conversion device",Platform,Day,"Delivery status","Delivery level",Reach,Impressions,Frequency,"Attribution setting","Result type",Results,"Amount spent (USD)","Cost per result",Starts,Ends,"Reporting starts","Reporting ends"
"LittleData - Retargeting Duplicate",120247312851600327,"Retargeting Testing",120247312851610327,"Good quality ad",120247312851590327,"Facebook Reels",iphone,facebook,2026-06-19,not_delivering,ad,,,,Incremental,,,,,2026-06-18,Ongoing,2026-06-19,2026-06-19
"LittleData - Retargeting Duplicate",120247312851600327,"Retargeting Testing",120247312851610327,"Free Shipping Ad",120247312851620327,"Instagram Stories",0,instagram,2026-06-19,not_delivering,ad,,,,Incremental,,,,,2026-06-18,Ongoing,2026-06-19,2026-06-19
"LittleData - Retargeting Duplicate",120247312851600327,"Retargeting Testing",120247312851610327,"Free Shipping Ad",120247312851620327,"Instagram Stories",iphone,instagram,2026-06-19,not_delivering,ad,,,,Incremental,,,,,2026-06-18,Ongoing,2026-06-19,2026-06-19
"LittleData - Retargeting Duplicate",120247312851600327,"Retargeting Testing",120247312851610327,"Free Shipping Ad",120247312851620327,Feed,0,facebook,2026-06-19,not_delivering,ad,,,,Incremental,,,,,2026-06-18,Ongoing,2026-06-19,2026-06-19
"LittleData - Retargeting Duplicate",120247312851600327,"Retargeting Testing",120247312851610327,"Free Shipping Ad",120247312851620327,Feed,desktop,facebook,2026-06-19,not_delivering,ad,,,,Incremental,,,,,2026-06-18,Ongoing,2026-06-19,2026-06-19
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 6 - Founders Letter",120247312792480327,"Letter 2",120247312792390327,Feed,0,instagram,2026-06-19,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,,2026-06-18,Ongoing,2026-06-19,2026-06-19
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 6 - Founders Letter",120247312792480327,"Letter 3",120247312792560327,Feed,android_smartphone,facebook,2026-06-19,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,,2026-06-18,Ongoing,2026-06-19,2026-06-19
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 3 - First Apartment",120247312792450327,"3 Prints on bed",120247312792580327,Feed,iphone,facebook,2026-06-19,not_delivering,ad,,,,Incremental,,,,,2026-06-18,Ongoing,2026-06-19,2026-06-19
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 3 - First Apartment",120247312792450327,"3 Prints on bed",120247312792580327,Feed,desktop,facebook,2026-06-19,not_delivering,ad,,,,Incremental,,,,,2026-06-18,Ongoing,2026-06-19,2026-06-19
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 6 - Founders Letter",120247312792480327,"Letter 2",120247312792390327,Feed,iphone,instagram,2026-06-19,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,,2026-06-18,Ongoing,2026-06-19,2026-06-19
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 4 - Where we met",120247312792460327,"2 Print Static",120247312792610327,Feed,iphone,instagram,2026-06-19,not_delivering,ad,,,,Incremental,,,,,2026-06-18,Ongoing,2026-06-19,2026-06-19
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 4 - Where we met",120247312792460327,"2 Print Static",120247312792610327,Feed,iphone,facebook,2026-06-19,not_delivering,ad,,,,Incremental,,,,,2026-06-18,Ongoing,2026-06-19,2026-06-19
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 4 - Where we met",120247312792460327,"2 Print Static",120247312792610327,Feed,0,instagram,2026-06-19,not_delivering,ad,,,,Incremental,,,,,2026-06-18,Ongoing,2026-06-19,2026-06-19
"LittleData - Retargeting Duplicate",120247312851600327,"Retargeting Testing",120247312851610327,"Good quality ad",120247312851590327,Feed,iphone,facebook,2026-06-19,not_delivering,ad,,,,Incremental,,,,,2026-06-18,Ongoing,2026-06-19,2026-06-19
"LittleData - Retargeting Duplicate",120247312851600327,"Retargeting Testing",120247312851610327,"Good quality ad",120247312851590327,"Facebook Reels",0,facebook,2026-06-19,not_delivering,ad,,,,Incremental,,,,,2026-06-18,Ongoing,2026-06-19,2026-06-19
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 4 - Where we met",120247312792460327,"2 Print Static",120247312792610327,Feed,0,facebook,2026-06-19,not_delivering,ad,,,,Incremental,,,,,2026-06-18,Ongoing,2026-06-19,2026-06-19
"LittleData - Retargeting Duplicate",120247312851600327,"Retargeting Testing",120247312851610327,"Good quality ad",120247312851590327,Feed,ipad,facebook,2026-06-19,not_delivering,ad,,,,Incremental,,,,,2026-06-18,Ongoing,2026-06-19,2026-06-19
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 2 - Best Gift",120247312792440327,"1 Print Static",120247312792570327,Feed,0,instagram,2026-06-19,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,,2026-06-18,Ongoing,2026-06-19,2026-06-19
"LittleData - Retargeting Duplicate",120247312851600327,"Retargeting Testing",120247312851610327,"Good quality ad",120247312851590327,Feed,android_smartphone,facebook,2026-06-19,not_delivering,ad,,,,Incremental,,,,,2026-06-18,Ongoing,2026-06-19,2026-06-19
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 2 - Best Gift",120247312792440327,"1 Print Static",120247312792570327,Unknown,0,unknown,2026-06-19,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,,2026-06-18,Ongoing,2026-06-19,2026-06-19
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 2 - Best Gift",120247312792440327,"1 Print Static",120247312792570327,"Instagram Stories",0,instagram,2026-06-19,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,,2026-06-18,Ongoing,2026-06-19,2026-06-19
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 2 - Best Gift",120247312792440327,"1 Print Static",120247312792570327,"Instagram Stories",iphone,instagram,2026-06-19,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,,2026-06-18,Ongoing,2026-06-19,2026-06-19
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 2 - Best Gift",120247312792440327,"1 Print Static",120247312792570327,Feed,android_smartphone,facebook,2026-06-19,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,,2026-06-18,Ongoing,2026-06-19,2026-06-19
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 2 - Best Gift",120247312792440327,"1 Print Static",120247312792570327,Feed,desktop,facebook,2026-06-19,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,,2026-06-18,Ongoing,2026-06-19,2026-06-19
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 2 - Best Gift",120247312792440327,"1 Print Static",120247312792570327,Feed,iphone,facebook,2026-06-19,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,,2026-06-18,Ongoing,2026-06-19,2026-06-19
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 2 - Best Gift",120247312792440327,"1 Print Static",120247312792570327,Feed,0,facebook,2026-06-19,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,,2026-06-18,Ongoing,2026-06-19,2026-06-19
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 2 - Best Gift",120247312792440327,"1 Print Static",120247312792570327,Feed,iphone,instagram,2026-06-19,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,,2026-06-18,Ongoing,2026-06-19,2026-06-19
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 2 - Best Gift",120247312792440327,"2 Print + Dads Gift",120247312792540327,Feed,iphone,facebook,2026-06-19,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,,2026-06-18,Ongoing,2026-06-19,2026-06-19
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 4 - Where we met",120247312792460327,"3 Print Static Ad",120247312792630327,Feed,0,facebook,2026-06-19,not_delivering,ad,,,,Incremental,,,,,2026-06-18,Ongoing,2026-06-19,2026-06-19
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 4 - Where we met",120247312792460327,"3 Print Static Ad",120247312792630327,Feed,iphone,facebook,2026-06-19,not_delivering,ad,,,,Incremental,,,,,2026-06-18,Ongoing,2026-06-19,2026-06-19
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 4 - Where we met",120247312792460327,"3 Print Static Ad",120247312792630327,Feed,ipad,facebook,2026-06-19,not_delivering,ad,,,,Incremental,,,,,2026-06-18,Ongoing,2026-06-19,2026-06-19
"LittleData - Retargeting Duplicate",120247312851600327,"Retargeting Testing",120247312851610327,"Good quality ad",120247312851590327,Feed,0,facebook,2026-06-19,not_delivering,ad,,,,Incremental,,,,,2026-06-18,Ongoing,2026-06-19,2026-06-19
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 2 - Best Gift",120247312792440327,"2 Print + Dads Gift",120247312792540327,Feed,0,facebook,2026-06-19,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,,2026-06-18,Ongoing,2026-06-19,2026-06-19
"LittleData - Retargeting Duplicate",120247312851600327,"Retargeting Testing",120247312851610327,"Good quality ad",120247312851590327,Feed,desktop,facebook,2026-06-19,not_delivering,ad,,,,Incremental,,,,,2026-06-18,Ongoing,2026-06-19,2026-06-19
"LittleData - Retargeting Duplicate",120247312851600327,"Retargeting Testing",120247312851610327,"Free Shipping Ad",120247312851620327,Feed,android_smartphone,facebook,2026-06-18,not_delivering,ad,,,,Incremental,,,,,2026-06-18,Ongoing,2026-06-18,2026-06-18
"LittleData - Retargeting Duplicate",120247312851600327,"Retargeting Testing",120247312851610327,"Free Shipping Ad",120247312851620327,Feed,0,facebook,2026-06-18,not_delivering,ad,,,,Incremental,,,,,2026-06-18,Ongoing,2026-06-18,2026-06-18
"LittleData - Retargeting Duplicate",120247312851600327,"Retargeting Testing",120247312851610327,"Free Shipping Ad",120247312851620327,Feed,iphone,facebook,2026-06-18,not_delivering,ad,,,,Incremental,,,,,2026-06-18,Ongoing,2026-06-18,2026-06-18
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 6 - Founders Letter",120247312792480327,"Letter 2",120247312792390327,Feed,desktop,facebook,2026-06-18,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,,2026-06-18,Ongoing,2026-06-18,2026-06-18
"LittleData - Retargeting Duplicate",120247312851600327,"Retargeting Testing",120247312851610327,"Free Shipping Ad",120247312851620327,Feed,iphone,instagram,2026-06-18,not_delivering,ad,,,,Incremental,,,,,2026-06-18,Ongoing,2026-06-18,2026-06-18
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 6 - Founders Letter",120247312792480327,"Letter 3",120247312792560327,"Instagram Stories",iphone,instagram,2026-06-18,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,,2026-06-18,Ongoing,2026-06-18,2026-06-18
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 6 - Founders Letter",120247312792480327,"Letter 2",120247312792390327,Feed,0,facebook,2026-06-18,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,,2026-06-18,Ongoing,2026-06-18,2026-06-18
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 6 - Founders Letter",120247312792480327,"Letter 2",120247312792390327,Feed,ipad,facebook,2026-06-18,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,,2026-06-18,Ongoing,2026-06-18,2026-06-18
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 5 - Parents Gift",120247312792470327,"1 Print Static + Grandma",120247312792640327,Feed,android_smartphone,facebook,2026-06-18,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,,2026-06-18,Ongoing,2026-06-18,2026-06-18
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 5 - Parents Gift",120247312792470327,"1 Print Static + Grandma",120247312792640327,Feed,iphone,facebook,2026-06-18,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,,2026-06-18,Ongoing,2026-06-18,2026-06-18
"LittleData - Retargeting Duplicate",120247312851600327,"Retargeting Testing",120247312851610327,"Good quality ad",120247312851590327,Feed,0,facebook,2026-06-18,not_delivering,ad,,,,Incremental,,,,,2026-06-18,Ongoing,2026-06-18,2026-06-18
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 5 - Parents Gift",120247312792470327,"1 Print Static + Grandma",120247312792640327,Feed,0,facebook,2026-06-18,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,,2026-06-18,Ongoing,2026-06-18,2026-06-18
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 2 - Best Gift",120247312792440327,"2 Static + Dad Gift",120247312792550327,Feed,iphone,facebook,2026-06-18,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,,2026-06-18,Ongoing,2026-06-18,2026-06-18
"LittleData - Retargeting Duplicate",120247312851600327,"Retargeting Testing",120247312851610327,"Good quality ad",120247312851590327,"Facebook Reels",iphone,facebook,2026-06-18,not_delivering,ad,,,,Incremental,,,,,2026-06-18,Ongoing,2026-06-18,2026-06-18
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 4 - Where we met",120247312792460327,"3 Print Static Ad",120247312792630327,Feed,iphone,facebook,2026-06-18,not_delivering,ad,,,,Incremental,,,,,2026-06-18,Ongoing,2026-06-18,2026-06-18
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 2 - Best Gift",120247312792440327,"2 Static + Dad Gift",120247312792550327,Feed,0,facebook,2026-06-18,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,,2026-06-18,Ongoing,2026-06-18,2026-06-18
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 4 - Where we met",120247312792460327,"3 Print Static Ad",120247312792630327,Feed,0,facebook,2026-06-18,not_delivering,ad,,,,Incremental,,,,,2026-06-18,Ongoing,2026-06-18,2026-06-18
"LittleData - Prospecting CBO Duplicate",120247312792380327,"Concept 2 - Best Gift",120247312792440327,"2 Static + Dad Gift",120247312792550327,Feed,ipad,facebook,2026-06-18,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,,2026-06-18,Ongoing,2026-06-18,2026-06-18
"LittleData - Retargeting Duplicate",120247312851600327,"Retargeting Testing",120247312851610327,"Good quality ad",120247312851590327,Feed,android_smartphone,facebook,2026-06-18,not_delivering,ad,,,,Incremental,,,,,2026-06-18,Ongoing,2026-06-18,2026-06-18
"LittleData - Retargeting Duplicate",120247312851600327,"Retargeting Testing",120247312851610327,"Good quality ad",120247312851590327,Feed,iphone,facebook,2026-06-18,not_delivering,ad,,,,Incremental,,,,,2026-06-18,Ongoing,2026-06-18,2026-06-18
"LittleData - Retargeting Duplicate",120247312851600327,"Retargeting Testing",120247312851610327,"Good quality ad",120247312851590327,"Facebook Reels",0,facebook,2026-06-18,not_delivering,ad,,,,Incremental,,,,,2026-06-18,Ongoing,2026-06-18,2026-06-18
"LittleData - Retargeting",120246576715270327,"Retargeting Testing",120246576715280327,"Good quality ad",120246577486410327,Feed,0,instagram,2026-06-17,not_delivering,ad,,,,Incremental,,,,,2026-06-06,Ongoing,2026-06-17,2026-06-17
"LittleData - Retargeting",120246576715270327,"Retargeting Testing",120246576715280327,"Good quality ad",120246577486410327,Feed,desktop,facebook,2026-06-17,not_delivering,ad,,,,Incremental,,,,,2026-06-06,Ongoing,2026-06-17,2026-06-17
"LittleData - Retargeting",120246576715270327,"Retargeting Testing",120246576715280327,"Good quality ad",120246577486410327,Feed,ipad,facebook,2026-06-17,not_delivering,ad,,,,Incremental,,,,,2026-06-06,Ongoing,2026-06-17,2026-06-17
"LittleData - Retargeting",120246576715270327,"Retargeting Testing",120246576715280327,"Good quality ad",120246577486410327,Feed,iphone,facebook,2026-06-17,not_delivering,ad,,,,Incremental,,,,,2026-06-06,Ongoing,2026-06-17,2026-06-17
"LittleData - Retargeting",120246576715270327,"Retargeting Testing",120246576715280327,"Good quality ad",120246577486410327,Feed,0,facebook,2026-06-17,not_delivering,ad,,,,Incremental,,,,,2026-06-06,Ongoing,2026-06-17,2026-06-17
"LittleData - Prospecting CBO",120246244099810327,"Concept 2 - Best Gift",120246251203520327,"2 Print + Dads Gift",120246251203530327,Feed,iphone,instagram,2026-06-17,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,,2026-06-02,Ongoing,2026-06-17,2026-06-17
"LittleData - Prospecting CBO",120246244099810327,"Concept 2 - Best Gift",120246251203520327,"2 Print + Dads Gift",120246251203530327,Feed,0,instagram,2026-06-17,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,,2026-06-02,Ongoing,2026-06-17,2026-06-17
"LittleData - Prospecting CBO",120246244099810327,"Concept 2 - Best Gift",120246251203520327,"2 Print + Dads Gift",120246251203530327,Feed,iphone,facebook,2026-06-17,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,,2026-06-02,Ongoing,2026-06-17,2026-06-17
"LittleData - Prospecting CBO",120246244099810327,"Concept 2 - Best Gift",120246251203520327,"2 Print + Dads Gift",120246251203530327,Feed,0,facebook,2026-06-17,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,,2026-06-02,Ongoing,2026-06-17,2026-06-17
"LittleData - Prospecting CBO",120246244099810327,"Concept 1 - Travel Wall",120246244099820327,"3 Static Post",120246245836880327,Feed,0,instagram,2026-06-17,not_delivering,ad,,,,Incremental,,,,,2026-06-02,Ongoing,2026-06-17,2026-06-17
"LittleData - Prospecting CBO",120246244099810327,"Concept 1 - Travel Wall",120246244099820327,"3 Static Post",120246245836880327,Feed,iphone,instagram,2026-06-17,not_delivering,ad,,,,Incremental,,,,,2026-06-02,Ongoing,2026-06-17,2026-06-17
"LittleData - Prospecting CBO",120246244099810327,"Concept 1 - Travel Wall",120246244099820327,"3 Prints Static",120246244099800327,Feed,0,instagram,2026-06-17,not_delivering,ad,,,,Incremental,,,,,2026-06-02,Ongoing,2026-06-17,2026-06-17
"LittleData - Prospecting CBO",120246244099810327,"Concept 1 - Travel Wall",120246244099820327,"3 Prints Static",120246244099800327,"Instagram Stories",0,instagram,2026-06-17,not_delivering,ad,,,,Incremental,,,,,2026-06-02,Ongoing,2026-06-17,2026-06-17
"LittleData - Prospecting CBO",120246244099810327,"Concept 1 - Travel Wall",120246244099820327,"3 Prints Static",120246244099800327,"Instagram Stories",iphone,instagram,2026-06-17,not_delivering,ad,,,,Incremental,,,,,2026-06-02,Ongoing,2026-06-17,2026-06-17
"LittleData - Retargeting",120246576715270327,"Retargeting Testing",120246576715280327,"Free Shipping Ad",120246577245270327,Feed,iphone,instagram,2026-06-17,not_delivering,ad,,,,Incremental,,,,,2026-06-06,Ongoing,2026-06-17,2026-06-17
"LittleData - Prospecting CBO",120246244099810327,"Concept 1 - Travel Wall",120246244099820327,"3 Prints Static",120246244099800327,Feed,android_smartphone,instagram,2026-06-17,not_delivering,ad,,,,Incremental,,,,,2026-06-02,Ongoing,2026-06-17,2026-06-17
"LittleData - Prospecting CBO",120246244099810327,"Concept 1 - Travel Wall",120246244099820327,"3 Prints Static",120246244099800327,Feed,iphone,instagram,2026-06-17,not_delivering,ad,,,,Incremental,,,,,2026-06-02,Ongoing,2026-06-17,2026-06-17
"LittleData - Retargeting",120246576715270327,"Retargeting Testing",120246576715280327,"Free Shipping Ad",120246577245270327,Feed,android_smartphone,facebook,2026-06-17,not_delivering,ad,,,,Incremental,,,,,2026-06-06,Ongoing,2026-06-17,2026-06-17
"LittleData - Retargeting",120246576715270327,"Retargeting Testing",120246576715280327,"Free Shipping Ad",120246577245270327,Feed,iphone,facebook,2026-06-17,not_delivering,ad,,,,Incremental,,,,,2026-06-06,Ongoing,2026-06-17,2026-06-17
"LittleData - Retargeting",120246576715270327,"Retargeting Testing",120246576715280327,"Good quality ad",120246577486410327,"Threads feed",android_tablet,threads,2026-06-16,not_delivering,ad,,,,Incremental,,,,,2026-06-06,Ongoing,2026-06-16,2026-06-16
"LittleData - Prospecting CBO",120246244099810327,"Concept 2 - Best Gift",120246251203520327,"2 Print + Dads Gift",120246251203530327,"Instagram Reels",0,instagram,2026-06-16,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,,2026-06-02,Ongoing,2026-06-16,2026-06-16
"LittleData - Retargeting",120246576715270327,"Retargeting Testing",120246576715280327,"Good quality ad",120246577486410327,"Facebook Reels",iphone,facebook,2026-06-16,not_delivering,ad,,,,Incremental,,,,,2026-06-06,Ongoing,2026-06-16,2026-06-16
"LittleData - Retargeting",120246576715270327,"Retargeting Testing",120246576715280327,"Good quality ad",120246577486410327,Feed,desktop,facebook,2026-06-16,not_delivering,ad,,,,Incremental,,,,,2026-06-06,Ongoing,2026-06-16,2026-06-16
"LittleData - Retargeting",120246576715270327,"Retargeting Testing",120246576715280327,"Good quality ad",120246577486410327,Feed,android_smartphone,facebook,2026-06-16,not_delivering,ad,,,,Incremental,,,,,2026-06-06,Ongoing,2026-06-16,2026-06-16
"LittleData - Retargeting",120246576715270327,"Retargeting Testing",120246576715280327,"Good quality ad",120246577486410327,"Search results",desktop,facebook,2026-06-16,not_delivering,ad,,,,Incremental,,,,,2026-06-06,Ongoing,2026-06-16,2026-06-16
"LittleData - Retargeting",120246576715270327,"Retargeting Testing",120246576715280327,"Good quality ad",120246577486410327,"Search results",0,facebook,2026-06-16,not_delivering,ad,,,,Incremental,,,,,2026-06-06,Ongoing,2026-06-16,2026-06-16
"LittleData - Prospecting CBO",120246244099810327,"Concept 2 - Best Gift",120246251203520327,"2 Print + Dads Gift",120246251203530327,Feed,iphone,instagram,2026-06-16,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,,2026-06-02,Ongoing,2026-06-16,2026-06-16
"LittleData - Prospecting CBO",120246244099810327,"Concept 2 - Best Gift",120246251203520327,"2 Print + Dads Gift",120246251203530327,Feed,0,instagram,2026-06-16,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,,2026-06-02,Ongoing,2026-06-16,2026-06-16
"LittleData - Prospecting CBO",120246244099810327,"Concept 2 - Best Gift",120246251203520327,"2 Print + Dads Gift",120246251203530327,Feed,android_smartphone,instagram,2026-06-16,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,,2026-06-02,Ongoing,2026-06-16,2026-06-16
"LittleData - Prospecting CBO",120246244099810327,"Concept 2 - Best Gift",120246251203520327,"2 Print + Dads Gift",120246251203530327,"Instagram Reels",iphone,instagram,2026-06-16,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,,2026-06-02,Ongoing,2026-06-16,2026-06-16
"LittleData - Retargeting",120246576715270327,"Retargeting Testing",120246576715280327,"Good quality ad",120246577486410327,"Threads feed",0,threads,2026-06-16,not_delivering,ad,,,,Incremental,,,,,2026-06-06,Ongoing,2026-06-16,2026-06-16
"LittleData - Prospecting CBO",120246244099810327,"Concept 2 - Best Gift",120246251203520327,"2 Print + Dads Gift",120246251203530327,"Instagram Reels",android_smartphone,instagram,2026-06-16,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,,2026-06-02,Ongoing,2026-06-16,2026-06-16
"LittleData - Prospecting CBO",120246244099810327,"Concept 2 - Best Gift",120246251203520327,"2 Print + Dads Gift",120246251203530327,Feed,iphone,facebook,2026-06-16,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,,2026-06-02,Ongoing,2026-06-16,2026-06-16
"LittleData - Prospecting CBO",120246244099810327,"Concept 4 - Where we met",120246477935430327,"2 Print Static",120246478490010327,Feed,0,instagram,2026-06-16,not_delivering,ad,,,,Incremental,,,,,2026-06-05,Ongoing,2026-06-16,2026-06-16
"LittleData - Prospecting CBO",120246244099810327,"Concept 2 - Best Gift",120246251203520327,"2 Print + Dads Gift",120246251203530327,Feed,0,facebook,2026-06-16,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,,2026-06-02,Ongoing,2026-06-16,2026-06-16
"LittleData - Retargeting",120246576715270327,"Retargeting Testing",120246576715280327,"Free Shipping Ad",120246577245270327,Feed,0,instagram,2026-06-16,not_delivering,ad,,,,Incremental,,,,,2026-06-06,Ongoing,2026-06-16,2026-06-16
"LittleData - Retargeting",120246576715270327,"Retargeting Testing",120246576715280327,"Free Shipping Ad",120246577245270327,Feed,iphone,instagram,2026-06-16,not_delivering,ad,,,,Incremental,,,,,2026-06-06,Ongoing,2026-06-16,2026-06-16
"LittleData - Prospecting CBO",120246244099810327,"Concept 4 - Where we met",120246477935430327,"2 Print Static",120246478490010327,"Instagram Stories",0,instagram,2026-06-16,not_delivering,ad,,,,Incremental,,,,,2026-06-05,Ongoing,2026-06-16,2026-06-16
"LittleData - Prospecting CBO",120246244099810327,"Concept 4 - Where we met",120246477935430327,"2 Print Static",120246478490010327,"Instagram Stories",iphone,instagram,2026-06-16,not_delivering,ad,,,,Incremental,,,,,2026-06-05,Ongoing,2026-06-16,2026-06-16
"LittleData - Prospecting CBO",120246244099810327,"Concept 4 - Where we met",120246477935430327,"2 Print Static",120246478490010327,Feed,iphone,instagram,2026-06-16,not_delivering,ad,,,,Incremental,,,,,2026-06-05,Ongoing,2026-06-16,2026-06-16
"LittleData - Prospecting CBO",120246244099810327,"Concept 1 - Travel Wall",120246244099820327,"3 Static Post",120246245836880327,"Rewarded video",android_smartphone,audience_network,2026-06-16,not_delivering,ad,,,,Incremental,,,,,2026-06-02,Ongoing,2026-06-16,2026-06-16
"LittleData - Prospecting CBO",120246244099810327,"Concept 2 - Best Gift",120246251203520327,"2 Print + Dads Gift",120246251203530327,"Instagram Stories",0,instagram,2026-06-16,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,,2026-06-02,Ongoing,2026-06-16,2026-06-16
"LittleData - Prospecting CBO",120246244099810327,"Concept 2 - Best Gift",120246251203520327,"2 Print + Dads Gift",120246251203530327,"Instagram Stories",ipad,instagram,2026-06-16,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,,2026-06-02,Ongoing,2026-06-16,2026-06-16
"LittleData - Prospecting CBO",120246244099810327,"Concept 2 - Best Gift",120246251203520327,"2 Print + Dads Gift",120246251203530327,"Instagram Stories",iphone,instagram,2026-06-16,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,,2026-06-02,Ongoing,2026-06-16,2026-06-16
"LittleData - Prospecting CBO",120246244099810327,"Concept 2 - Best Gift",120246251203520327,"2 Print + Dads Gift",120246251203530327,Feed,android_smartphone,instagram,2026-06-15,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,,2026-06-02,Ongoing,2026-06-15,2026-06-15
"LittleData - Prospecting CBO",120246244099810327,"Concept 2 - Best Gift",120246251203520327,"2 Print + Dads Gift",120246251203530327,Feed,desktop,facebook,2026-06-15,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,,2026-06-02,Ongoing,2026-06-15,2026-06-15
"LittleData - Prospecting CBO",120246244099810327,"Concept 2 - Best Gift",120246251203520327,"2 Print + Dads Gift",120246251203530327,"Facebook Reels",0,facebook,2026-06-15,not_delivering,ad,,,,"7-day click, 1-day view, or 1-day engaged-view",,,,,2026-06-02,Ongoing,2026-06-15,2026-06-15
