"Campaign name","Campaign ID","Ad set name","Ad set ID","Ad name","Ad ID",Day,Gender,Age,Text,"Delivery status","Delivery level",Reach,Impressions,Frequency,"Attribution setting","Result type",Results,"Amount spent (USD)","Cost per result",Starts,Ends,"Reporting starts","Reporting ends"
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"1 Image Static - Best Sellers",120244289062370327,2026-05-05,female,55-64,"""My husband and I have this hanging in our kitchen — it's the city of our first trip together. Looking at it every morning never gets old."" Read why our customers keep ordering more.",not_delivering,ad,1,1,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0,,2026-05-03,Ongoing,2026-05-05,2026-05-05
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"1 Image Static - Best Sellers",120244289062370327,2026-05-05,male,45-54,"""My husband and I have this hanging in our kitchen — it's the city of our first trip together. Looking at it every morning never gets old."" Read why our customers keep ordering more.",not_delivering,ad,2,2,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.03,,2026-05-03,Ongoing,2026-05-05,2026-05-05
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"Manual Carousel",120244289774560327,2026-05-05,female,25-34,"Turn the places you love into art for your walls. Iconic city prints, premium quality, shipped worldwide.",inactive,ad,1,1,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.02,,2026-05-03,Ongoing,2026-05-05,2026-05-05
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"1 Image Static - Best Sellers",120244289062370327,2026-05-05,female,65+,"""My husband and I have this hanging in our kitchen — it's the city of our first trip together. Looking at it every morning never gets old."" Read why our customers keep ordering more.",not_delivering,ad,1,1,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0,,2026-05-03,Ongoing,2026-05-05,2026-05-05
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"1 Image Static - Best Sellers",120244289062370327,2026-05-05,male,35-44,"""My husband and I have this hanging in our kitchen — it's the city of our first trip together. Looking at it every morning never gets old."" Read why our customers keep ordering more.",not_delivering,ad,1,1,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0,,2026-05-03,Ongoing,2026-05-05,2026-05-05
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"Maddie Holding",120244294591870327,2026-05-05,male,55-64,"Bring Costa Rica home. Premium wall art prints of the Pacific coast, rainforests, and surf towns. Designed to last decades on your wall. Free shipping on orders over $100.",inactive,ad,13,14,1.07692308,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,1.2,,2026-05-03,Ongoing,2026-05-05,2026-05-05
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"Maddie Holding",120244294591870327,2026-05-05,male,65+,"Bring Costa Rica home. Premium wall art prints of the Pacific coast, rainforests, and surf towns. Designed to last decades on your wall. Free shipping on orders over $100.",inactive,ad,8,8,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.11,,2026-05-03,Ongoing,2026-05-05,2026-05-05
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"Maddie Holding",120244294591870327,2026-05-05,male,35-44,"Bring Costa Rica home. Premium wall art prints of the Pacific coast, rainforests, and surf towns. Designed to last decades on your wall. Free shipping on orders over $100.",inactive,ad,22,22,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.4,,2026-05-03,Ongoing,2026-05-05,2026-05-05
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"Maddie Holding",120244294591870327,2026-05-05,male,18-24,"Bring Costa Rica home. Premium wall art prints of the Pacific coast, rainforests, and surf towns. Designed to last decades on your wall. Free shipping on orders over $100.",inactive,ad,7,8,1.14285714,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.03,,2026-05-03,Ongoing,2026-05-05,2026-05-05
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"Maddie Holding",120244294591870327,2026-05-05,male,45-54,"Bring Costa Rica home. Premium wall art prints of the Pacific coast, rainforests, and surf towns. Designed to last decades on your wall. Free shipping on orders over $100.",inactive,ad,25,26,1.04,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.77,,2026-05-03,Ongoing,2026-05-05,2026-05-05
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"Manual Carousel",120244289774560327,2026-05-05,female,35-44,"Turn the places you love into art for your walls. Iconic city prints, premium quality, shipped worldwide.",inactive,ad,1,1,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.02,,2026-05-03,Ongoing,2026-05-05,2026-05-05
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"Manual Carousel",120244289774560327,2026-05-05,female,55-64,"The perfect gift for travelers, expats, and anyone missing their favorite city. Premium framed prints, ships fast. 3000+ Locations Available.",inactive,ad,1,1,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.04,,2026-05-03,Ongoing,2026-05-05,2026-05-05
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"Maddie Holding",120244294591870327,2026-05-05,female,35-44,"Bring Costa Rica home. Premium wall art prints of the Pacific coast, rainforests, and surf towns. Designed to last decades on your wall. Free shipping on orders over $100.",inactive,ad,10,10,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.13,,2026-05-03,Ongoing,2026-05-05,2026-05-05
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"Manual Carousel",120244289774560327,2026-05-05,male,65+,"City Wall Art from 3000+ Locations! 25% Off Storewide.",inactive,ad,2,2,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.04,,2026-05-03,Ongoing,2026-05-05,2026-05-05
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"2 Image Static",120244289667450327,2026-05-05,female,45-54,"Stop staring at that empty wall. Pick a city you love, we'll handle the rest — framed, packaged, ready to hang the day it arrives.",inactive,ad,1,1,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.01,,2026-05-03,Ongoing,2026-05-05,2026-05-05
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"Manual Carousel",120244289774560327,2026-05-05,female,55-64,"Bring your favorite city home. Museum-quality wall art prints, framed and ready to hang. Worldwide shipping.",inactive,ad,1,1,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.11,,2026-05-03,Ongoing,2026-05-05,2026-05-05
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"Manual Carousel",120244289774560327,2026-05-05,male,25-34,"Bring your favorite city home. Museum-quality wall art prints, framed and ready to hang. Worldwide shipping.",inactive,ad,1,1,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.01,,2026-05-03,Ongoing,2026-05-05,2026-05-05
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"Manual Carousel",120244289774560327,2026-05-05,female,25-34,"Bring your favorite city home. Museum-quality wall art prints, framed and ready to hang. Worldwide shipping.",inactive,ad,1,1,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.02,,2026-05-03,Ongoing,2026-05-05,2026-05-05
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"Manual Carousel",120244289774560327,2026-05-05,female,65+,"Bring your favorite city home. Museum-quality wall art prints, framed and ready to hang. Worldwide shipping.",inactive,ad,1,1,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.12,,2026-05-03,Ongoing,2026-05-05,2026-05-05
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"Manual Carousel",120244289774560327,2026-05-05,male,18-24,"City Wall Art from 3000+ Locations! 25% Off Storewide.",inactive,ad,1,1,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.03,,2026-05-03,Ongoing,2026-05-05,2026-05-05
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"Manual Carousel",120244289774560327,2026-05-05,male,55-64,"City Wall Art from 3000+ Locations! 25% Off Storewide.",inactive,ad,4,4,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.03,,2026-05-03,Ongoing,2026-05-05,2026-05-05
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"Manual Carousel",120244289774560327,2026-05-05,male,25-34,"City Wall Art from 3000+ Locations! 25% Off Storewide.",inactive,ad,6,6,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.27,,2026-05-03,Ongoing,2026-05-05,2026-05-05
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"Manual Carousel",120244289774560327,2026-05-05,female,35-44,"The perfect gift for travelers, expats, and anyone missing their favorite city. Premium framed prints, ships fast. 3000+ Locations Available.",inactive,ad,1,1,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.01,,2026-05-03,Ongoing,2026-05-05,2026-05-05
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"Manual Carousel",120244289774560327,2026-05-05,male,35-44,"City Wall Art from 3000+ Locations! 25% Off Storewide.",inactive,ad,2,2,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.03,,2026-05-03,Ongoing,2026-05-05,2026-05-05
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"Manual Carousel",120244289774560327,2026-05-05,male,45-54,"City Wall Art from 3000+ Locations! 25% Off Storewide.",inactive,ad,6,6,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.1,,2026-05-03,Ongoing,2026-05-05,2026-05-05
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"Manual Carousel",120244289774560327,2026-05-05,female,35-44,"City Wall Art from 3000+ Locations! 25% Off Storewide.",inactive,ad,4,4,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.1,,2026-05-03,Ongoing,2026-05-05,2026-05-05
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"Manual Carousel",120244289774560327,2026-05-05,female,45-54,"City Wall Art from 3000+ Locations! 25% Off Storewide.",inactive,ad,1,1,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.06,,2026-05-03,Ongoing,2026-05-05,2026-05-05
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"Manual Carousel",120244289774560327,2026-05-05,male,35-44,"The perfect gift for travelers, expats, and anyone missing their favorite city. Premium framed prints, ships fast. 3000+ Locations Available.",inactive,ad,2,2,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.01,,2026-05-03,Ongoing,2026-05-05,2026-05-05
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"Manual Carousel",120244289774560327,2026-05-05,male,25-34,"The perfect gift for travelers, expats, and anyone missing their favorite city. Premium framed prints, ships fast. 3000+ Locations Available.",inactive,ad,4,4,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.05,,2026-05-03,Ongoing,2026-05-05,2026-05-05
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"Manual Carousel",120244289774560327,2026-05-05,male,55-64,"The perfect gift for travelers, expats, and anyone missing their favorite city. Premium framed prints, ships fast. 3000+ Locations Available.",inactive,ad,2,2,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.01,,2026-05-03,Ongoing,2026-05-05,2026-05-05
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"Maddie Holding",120244294591870327,2026-05-05,male,25-34,"Bring Costa Rica home. Premium wall art prints of the Pacific coast, rainforests, and surf towns. Designed to last decades on your wall. Free shipping on orders over $100.",inactive,ad,22,23,1.04545455,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.28,,2026-05-03,Ongoing,2026-05-05,2026-05-05
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"Manual Carousel",120244289774560327,2026-05-05,male,45-54,"Bring your favorite city home. Museum-quality wall art prints, framed and ready to hang. Worldwide shipping.",inactive,ad,1,1,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.04,,2026-05-03,Ongoing,2026-05-05,2026-05-05
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"Maddie Holding",120244294591870327,2026-05-05,female,45-54,"Bring Costa Rica home. Premium wall art prints of the Pacific coast, rainforests, and surf towns. Designed to last decades on your wall. Free shipping on orders over $100.",inactive,ad,6,6,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.49,,2026-05-03,Ongoing,2026-05-05,2026-05-05
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"1 Image Static",120244289186820327,2026-05-05,male,18-24,"Gallery-quality city prints. Professionally framed and ready to hang. The kind of art that elevates any room. 25% Off Storewide!",inactive,ad,1,1,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.01,,2026-05-03,Ongoing,2026-05-05,2026-05-05
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"1 Image Static",120244289186820327,2026-05-05,male,25-34,"Gallery-quality city prints. Professionally framed and ready to hang. The kind of art that elevates any room. 25% Off Storewide!",inactive,ad,6,6,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.04,,2026-05-03,Ongoing,2026-05-05,2026-05-05
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"1 Image Static",120244289186820327,2026-05-05,female,65+,"Gallery-quality city prints. Professionally framed and ready to hang. The kind of art that elevates any room. 25% Off Storewide!",inactive,ad,1,1,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.08,,2026-05-03,Ongoing,2026-05-05,2026-05-05
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"1 Image Static",120244289186820327,2026-05-05,male,35-44,"Gallery-quality city prints. Professionally framed and ready to hang. The kind of art that elevates any room. 25% Off Storewide!",inactive,ad,5,5,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.04,,2026-05-03,Ongoing,2026-05-05,2026-05-05
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"1 Image Static",120244289186820327,2026-05-05,male,55-64,"Gallery-quality city prints. Professionally framed and ready to hang. The kind of art that elevates any room. 25% Off Storewide!",inactive,ad,8,8,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.47,,2026-05-03,Ongoing,2026-05-05,2026-05-05
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"1 Image Static",120244289186820327,2026-05-05,female,25-34,"Gallery-quality city prints. Professionally framed and ready to hang. The kind of art that elevates any room. 25% Off Storewide!",inactive,ad,2,2,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.03,,2026-05-03,Ongoing,2026-05-05,2026-05-05
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"1 Image Static",120244289186820327,2026-05-05,male,45-54,"Gallery-quality city prints. Professionally framed and ready to hang. The kind of art that elevates any room. 25% Off Storewide!",inactive,ad,4,6,1.5,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.15,,2026-05-03,Ongoing,2026-05-05,2026-05-05
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"1 Image Static",120244289186820327,2026-05-05,male,65+,"Gallery-quality city prints. Professionally framed and ready to hang. The kind of art that elevates any room. 25% Off Storewide!",inactive,ad,2,2,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.06,,2026-05-03,Ongoing,2026-05-05,2026-05-05
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"1 Image Static",120244289186820327,2026-05-05,female,35-44,"Gallery-quality city prints. Professionally framed and ready to hang. The kind of art that elevates any room. 25% Off Storewide!",inactive,ad,2,2,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.05,,2026-05-03,Ongoing,2026-05-05,2026-05-05
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"1 Image Static",120244289186820327,2026-05-05,female,45-54,"Gallery-quality city prints. Professionally framed and ready to hang. The kind of art that elevates any room. 25% Off Storewide!",inactive,ad,4,4,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.27,,2026-05-03,Ongoing,2026-05-05,2026-05-05
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"2 Image Static",120244289667450327,2026-05-05,female,55-64,"Stop staring at that empty wall. Pick a city you love, we'll handle the rest — framed, packaged, ready to hang the day it arrives.",inactive,ad,1,1,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.04,,2026-05-03,Ongoing,2026-05-05,2026-05-05
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"2 Image Static",120244289667450327,2026-05-05,male,45-54,"Stop staring at that empty wall. Pick a city you love, we'll handle the rest — framed, packaged, ready to hang the day it arrives.",inactive,ad,2,2,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.05,,2026-05-03,Ongoing,2026-05-05,2026-05-05
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"2 Image Static",120244289667450327,2026-05-05,female,35-44,"Stop staring at that empty wall. Pick a city you love, we'll handle the rest — framed, packaged, ready to hang the day it arrives.",inactive,ad,2,2,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.03,,2026-05-03,Ongoing,2026-05-05,2026-05-05
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"2 Image Static",120244289667450327,2026-05-05,male,35-44,"Stop staring at that empty wall. Pick a city you love, we'll handle the rest — framed, packaged, ready to hang the day it arrives.",inactive,ad,3,3,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.06,,2026-05-03,Ongoing,2026-05-05,2026-05-05
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"2 Image Static",120244289667450327,2026-05-05,male,25-34,"Stop staring at that empty wall. Pick a city you love, we'll handle the rest — framed, packaged, ready to hang the day it arrives.",inactive,ad,8,8,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.07,,2026-05-03,Ongoing,2026-05-05,2026-05-05
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"2 Image Static",120244289667450327,2026-05-05,male,65+,"Stop staring at that empty wall. Pick a city you love, we'll handle the rest — framed, packaged, ready to hang the day it arrives.",inactive,ad,1,1,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.08,,2026-05-03,Ongoing,2026-05-05,2026-05-05
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"Maddie Holding",120244294591870327,2026-05-05,female,25-34,"Bring Costa Rica home. Premium wall art prints of the Pacific coast, rainforests, and surf towns. Designed to last decades on your wall. Free shipping on orders over $100.",inactive,ad,6,6,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.07,,2026-05-03,Ongoing,2026-05-05,2026-05-05
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"1 Image Static",120244289186820327,2026-05-05,female,55-64,"Gallery-quality city prints. Professionally framed and ready to hang. The kind of art that elevates any room. 25% Off Storewide!",inactive,ad,7,7,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.39,,2026-05-03,Ongoing,2026-05-05,2026-05-05
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"2 Image Static",120244289667450327,2026-05-05,male,55-64,"Stop staring at that empty wall. Pick a city you love, we'll handle the rest — framed, packaged, ready to hang the day it arrives.",inactive,ad,1,1,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.02,,2026-05-03,Ongoing,2026-05-05,2026-05-05
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"1 Image Static",120244289186820327,2026-05-05,unknown,65+,"Gallery-quality city prints. Professionally framed and ready to hang. The kind of art that elevates any room. 25% Off Storewide!",inactive,ad,1,1,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0,,2026-05-03,Ongoing,2026-05-05,2026-05-05
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"2 Image Static - Best Sellers Copy",120244287996490327,2026-05-05,male,55-64,"Our top-selling city prints. Browse the bestsellers everyone's hanging right now. 25% Off All Prints!",inactive,ad,13,13,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.2,,2026-05-03,Ongoing,2026-05-05,2026-05-05
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"Maddie Holding",120244294591870327,2026-05-05,female,55-64,"Bring Costa Rica home. Premium wall art prints of the Pacific coast, rainforests, and surf towns. Designed to last decades on your wall. Free shipping on orders over $100.",inactive,ad,3,3,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.03,,2026-05-03,Ongoing,2026-05-05,2026-05-05
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"2 Image Static - Best Sellers Copy",120244287996490327,2026-05-05,unknown,65+,"Our top-selling city prints. Browse the bestsellers everyone's hanging right now. 25% Off All Prints!",inactive,ad,1,1,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0,,2026-05-03,Ongoing,2026-05-05,2026-05-05
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"Maddie Holding",120244294591870327,2026-05-05,unknown,55-64,"Bring Costa Rica home. Premium wall art prints of the Pacific coast, rainforests, and surf towns. Designed to last decades on your wall. Free shipping on orders over $100.",inactive,ad,1,1,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.01,,2026-05-03,Ongoing,2026-05-05,2026-05-05
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"Maddie Holding",120244294591870327,2026-05-05,female,18-24,"Bring Costa Rica home. Premium wall art prints of the Pacific coast, rainforests, and surf towns. Designed to last decades on your wall. Free shipping on orders over $100.",inactive,ad,3,4,1.33333333,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.05,,2026-05-03,Ongoing,2026-05-05,2026-05-05
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"2 Image Static - Best Sellers Copy",120244287996490327,2026-05-05,female,25-34,"Our top-selling city prints. Browse the bestsellers everyone's hanging right now. 25% Off All Prints!",inactive,ad,7,9,1.28571429,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.14,,2026-05-03,Ongoing,2026-05-05,2026-05-05
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"2 Image Static - Best Sellers Copy",120244287996490327,2026-05-05,female,65+,"Our top-selling city prints. Browse the bestsellers everyone's hanging right now. 25% Off All Prints!",inactive,ad,2,2,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.08,,2026-05-03,Ongoing,2026-05-05,2026-05-05
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"2 Image Static - Best Sellers Copy",120244287996490327,2026-05-05,female,45-54,"Our top-selling city prints. Browse the bestsellers everyone's hanging right now. 25% Off All Prints!",inactive,ad,7,8,1.14285714,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.19,,2026-05-03,Ongoing,2026-05-05,2026-05-05
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"2 Image Static - Best Sellers Copy",120244287996490327,2026-05-05,unknown,35-44,"Our top-selling city prints. Browse the bestsellers everyone's hanging right now. 25% Off All Prints!",inactive,ad,1,1,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0,,2026-05-03,Ongoing,2026-05-05,2026-05-05
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"2 Image Static - Best Sellers Copy",120244287996490327,2026-05-05,male,18-24,"Our top-selling city prints. Browse the bestsellers everyone's hanging right now. 25% Off All Prints!",inactive,ad,7,8,1.14285714,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.05,,2026-05-03,Ongoing,2026-05-05,2026-05-05
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"2 Image Static - Best Sellers Copy",120244287996490327,2026-05-05,female,55-64,"Our top-selling city prints. Browse the bestsellers everyone's hanging right now. 25% Off All Prints!",inactive,ad,6,6,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.26,,2026-05-03,Ongoing,2026-05-05,2026-05-05
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"2 Image Static - Best Sellers Copy",120244287996490327,2026-05-05,male,65+,"Our top-selling city prints. Browse the bestsellers everyone's hanging right now. 25% Off All Prints!",inactive,ad,7,7,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.19,,2026-05-03,Ongoing,2026-05-05,2026-05-05
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"2 Image Static - Best Sellers Copy",120244287996490327,2026-05-05,male,35-44,"Our top-selling city prints. Browse the bestsellers everyone's hanging right now. 25% Off All Prints!",inactive,ad,24,25,1.04166667,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.43,,2026-05-03,Ongoing,2026-05-05,2026-05-05
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"2 Image Static - Best Sellers Copy",120244287996490327,2026-05-05,male,45-54,"Our top-selling city prints. Browse the bestsellers everyone's hanging right now. 25% Off All Prints!",inactive,ad,13,13,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.34,,2026-05-03,Ongoing,2026-05-05,2026-05-05
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"2 Image Static - Best Sellers Copy",120244287996490327,2026-05-05,female,35-44,"Our top-selling city prints. Browse the bestsellers everyone's hanging right now. 25% Off All Prints!",inactive,ad,10,10,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.24,,2026-05-03,Ongoing,2026-05-05,2026-05-05
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"2 Image Static - Best Sellers Copy",120244287996490327,2026-05-05,female,18-24,"Our top-selling city prints. Browse the bestsellers everyone's hanging right now. 25% Off All Prints!",inactive,ad,2,3,1.5,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.08,,2026-05-03,Ongoing,2026-05-05,2026-05-05
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"2 Image Static - Best Sellers Copy",120244287996490327,2026-05-05,male,25-34,"Our top-selling city prints. Browse the bestsellers everyone's hanging right now. 25% Off All Prints!",inactive,ad,46,49,1.06521739,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.59,,2026-05-03,Ongoing,2026-05-05,2026-05-05
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"2 Image Static",120244287902620327,2026-05-04,male,45-54,"Every city tells a story. Frame theirs. 3000+ Locations Available From All Over The World.",inactive,ad,3,3,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.08,,2026-05-03,Ongoing,2026-05-04,2026-05-04
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"2 Image Static",120244287902620327,2026-05-04,female,45-54,"Every city tells a story. Frame theirs. 3000+ Locations Available From All Over The World.",inactive,ad,1,1,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0.04,,2026-05-03,Ongoing,2026-05-04,2026-05-04
"Prospecting Static CBO",120244285703060327,Broad_Pack1,120244285703070327,"2 Image Static",120244287902620327,2026-05-04,male,55-64,"Every city tells a story. Frame theirs. 3000+ Locations Available From All Over The World.",inactive,ad,1,1,1,"7-day click, 1-day view, or 1-day engaged-view","Website purchases",,0,,2026-05-03,Ongoing,2026-05-04,2026-05-04
