"Campaign name","Campaign ID","Ad set name","Ad set ID","Ad name","Ad ID",Day,Placement,"Impression device",Platform,"Conversion device","Amount spent (USD)",Reach,Impressions,Starts,Ends,"Attribution setting",Frequency,"Result type",Results,"CPC (cost per link click)","CTR (all)","CPM (cost per 1,000 impressions)","Result rate",Views,"Clicks (all)","CPC (all)","Video average play time","Video plays at 25%","Video plays at 50%","Video plays at 75%","Video plays at 95%","Video plays at 100%","Cost per post engagement",ThruPlays,"Video plays","3-second video plays","Unique 2-second continuous video plays","Link clicks","Cost per ThruPlay","Cost per 3-second video play","Cost per 2-second continuous video play","CTR (link click-through rate)","Unique CTR (link click-through rate)","Outbound CTR (click-through rate)","Instagram profile visits","Cost per app activation","App installs","Cost per app install","App activations conversion value","App activations","Purchase ROAS (return on ad spend)","Ratings submitted","Mobile app installs","In-app sessions conversion value","In-app sessions","In-app purchases","In-app registrations completed","In-app trials started","In-app subscriptions conversion value","Purchases rate per landing page views","Purchases rate per link clicks","Landing page views rate per link clicks","Reporting starts","Reporting ends"
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C2F_STC_QF_BOOK2_T1,120246474118380003,2026-07-12,"Instagram Stories",iphone,instagram,iphone,,,,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-12,2026-07-12
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C4E_STC_QF_BOOK2_T1,120246474118370003,2026-06-25,Feed,android_smartphone,instagram,android_smartphone,,,,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-25,2026-06-25
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C4E_STC_QF_BOOK2_T1,120246474118370003,2026-06-24,"Threads feed",android_smartphone,threads,android_smartphone,,,,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-24,2026-06-24
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C4E_STC_QF_BOOK2_T1,120246474118370003,2026-06-25,"Instagram Reels",android_smartphone,instagram,android_smartphone,,,,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-25,2026-06-25
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C4E_STC_QF_BOOK2_T1,120246474118370003,2026-06-25,Feed,iphone,instagram,iphone,,,,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-25,2026-06-25
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C4E_STC_QF_BOOK2_T1,120246474118370003,2026-06-25,Feed,ipad,facebook,ipad,,,,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-25,2026-06-25
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C4E_STC_QF_BOOK2_T1,120246474118370003,2026-06-25,"Facebook Reels",iphone,facebook,iphone,,,,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-25,2026-06-25
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C4E_STC_QF_BOOK2_T1,120246474118370003,2026-06-25,"In-stream reels",android_smartphone,facebook,android_smartphone,,,,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-25,2026-06-25
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C4E_STC_QF_BOOK2_T1,120246474118370003,2026-06-25,Feed,android_smartphone,facebook,android_smartphone,,,,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-25,2026-06-25
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C4E_STC_QF_BOOK2_T1,120246474118370003,2026-06-25,"Instagram Stories",iphone,instagram,iphone,,,,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-25,2026-06-25
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C4E_STC_QF_BOOK2_T1,120246474118370003,2026-06-25,"Facebook Reels",android_smartphone,facebook,android_smartphone,,,,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-25,2026-06-25
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C4E_STC_QF_BOOK2_T1,120246474118370003,2026-06-24,Feed,iphone,instagram,iphone,,,,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-24,2026-06-24
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C4E_STC_QF_BOOK2_T1,120246474118370003,2026-06-25,"Native, banner & interstitial",android_smartphone,audience_network,android_smartphone,,,,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-25,2026-06-25
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C4E_STC_QF_BOOK2_T1,120246474118370003,2026-06-25,"Instagram Stories",android_smartphone,instagram,android_smartphone,,,,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-25,2026-06-25
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C4E_STC_QF_BOOK2_T1,120246474118370003,2026-06-25,Feed,iphone,facebook,iphone,,,,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-25,2026-06-25
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C4E_STC_QF_BOOK2_T1,120246474118370003,2026-06-25,Feed,desktop,instagram,other,,,,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-25,2026-06-25
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C2E_STC_QF_BOOK2_T2,120246474118340003,2026-06-25,Feed,android_smartphone,instagram,android_smartphone,,,,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-25,2026-06-25
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C4E_STC_QF_BOOK2_T1,120246474118370003,2026-06-26,Feed,iphone,instagram,iphone,,,,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-26,2026-06-26
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C4E_STC_QF_BOOK2_T1,120246474118370003,2026-06-26,"Native, banner & interstitial",android_smartphone,audience_network,android_smartphone,,,,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-26,2026-06-26
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C4E_STC_QF_BOOK2_T1,120246474118370003,2026-06-26,Feed,iphone,facebook,iphone,,,,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-26,2026-06-26
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C4E_STC_QF_BOOK2_T1,120246474118370003,2026-06-26,"Threads feed",android_smartphone,threads,android_smartphone,,,,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-26,2026-06-26
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C4E_STC_QF_BOOK2_T1,120246474118370003,2026-06-24,"Right column",desktop,facebook,desktop,,,,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-24,2026-06-24
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C4E_STC_QF_BOOK2_T1,120246474118370003,2026-06-24,"Native, banner & interstitial",android_smartphone,audience_network,android_smartphone,,,,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-24,2026-06-24
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C4E_STC_QF_BOOK2_T1,120246474118370003,2026-06-26,"Facebook Reels",android_smartphone,facebook,android_smartphone,,,,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-26,2026-06-26
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C4E_STC_QF_BOOK2_T1,120246474118370003,2026-06-24,"Instagram Stories",android_smartphone,instagram,android_smartphone,,,,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-24,2026-06-24
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C4E_STC_QF_BOOK2_T1,120246474118370003,2026-06-23,"Instagram Reels",android_smartphone,instagram,android_smartphone,,,,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-23,2026-06-23
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C4E_STC_QF_BOOK2_T1,120246474118370003,2026-06-23,"Facebook Reels",iphone,facebook,iphone,,,,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-23,2026-06-23
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C4E_STC_QF_BOOK2_T1,120246474118370003,2026-06-23,"Facebook Reels",android_smartphone,facebook,android_smartphone,,,,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-23,2026-06-23
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C4E_STC_QF_BOOK2_T1,120246474118370003,2026-06-23,"Facebook Reels",ipad,facebook,ipad,,,,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-23,2026-06-23
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C2B_STC_QF_BOOK2_T2,120246474118360003,2026-06-23,Feed,android_smartphone,facebook,android_smartphone,,,,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-23,2026-06-23
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C2B_STC_QF_BOOK2_T2,120246474118360003,2026-06-23,Feed,ipad,facebook,ipad,,,,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-23,2026-06-23
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C2B_STC_QF_BOOK2_T2,120246474118360003,2026-06-23,Feed,iphone,facebook,iphone,,,,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-23,2026-06-23
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C4E_STC_QF_BOOK2_T1,120246474118370003,2026-06-24,Feed,desktop,facebook,desktop,,,,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-24,2026-06-24
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C4E_STC_QF_BOOK2_T1,120246474118370003,2026-06-24,Feed,android_smartphone,instagram,android_smartphone,,,,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-24,2026-06-24
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C4E_STC_QF_BOOK2_T1,120246474118370003,2026-06-24,"Native, banner & interstitial",android_tablet,audience_network,android_tablet,,,,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-24,2026-06-24
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C4E_STC_QF_BOOK2_T1,120246474118370003,2026-06-24,"Facebook Stories",other,facebook,other,,,,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-24,2026-06-24
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C4E_STC_QF_BOOK2_T1,120246474118370003,2026-06-24,"Instagram Stories",iphone,instagram,iphone,,,,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-24,2026-06-24
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C4E_STC_QF_BOOK2_T1,120246474118370003,2026-06-24,"Facebook Reels",ipad,facebook,ipad,,,,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-24,2026-06-24
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C4E_STC_QF_BOOK2_T1,120246474118370003,2026-06-24,"Ads on Facebook Reels",iphone,facebook,iphone,,,,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-24,2026-06-24
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C4E_STC_QF_BOOK2_T1,120246474118370003,2026-06-24,"Facebook Reels",android_smartphone,facebook,android_smartphone,,,,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-24,2026-06-24
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C4E_STC_QF_BOOK2_T1,120246474118370003,2026-06-24,"Facebook Reels",iphone,facebook,iphone,,,,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-24,2026-06-24
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C4E_STC_QF_BOOK2_T1,120246474118370003,2026-06-24,"Search results",iphone,facebook,iphone,,,,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-24,2026-06-24
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C4E_STC_QF_BOOK2_T1,120246474118370003,2026-06-24,Feed,iphone,facebook,iphone,,,,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-24,2026-06-24
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C4E_STC_QF_BOOK2_T1,120246474118370003,2026-06-24,Feed,android_smartphone,facebook,android_smartphone,,,,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-24,2026-06-24
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C4E_STC_QF_BOOK2_T1,120246474118370003,2026-06-24,"Instagram Reels",android_smartphone,instagram,android_smartphone,,,,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-24,2026-06-24
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C4E_STC_QF_BOOK2_T1,120246474118370003,2026-06-26,"Search results",android_smartphone,facebook,android_smartphone,,,,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-26,2026-06-26
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C4E_STC_QF_BOOK2_T1,120246474118370003,2026-06-26,"Ads on Facebook Reels",android_smartphone,facebook,android_smartphone,,,,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-26,2026-06-26
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C4E_STC_QF_BOOK2_T1,120246474118370003,2026-06-23,Feed,iphone,facebook,iphone,,,,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-23,2026-06-23
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C2F_STC_QF_BOOK2_T1,120246474118380003,2026-06-28,"Facebook Stories",other,facebook,other,,,,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28,2026-06-28
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C2F_STC_QF_BOOK2_T1,120246474118380003,2026-06-27,"Threads feed",iphone,threads,iphone,,,,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-27,2026-06-27
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C2F_STC_QF_BOOK2_T1,120246474118380003,2026-06-27,"Instagram Stories",iphone,instagram,iphone,,,,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-27,2026-06-27
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C2F_STC_QF_BOOK2_T1,120246474118380003,2026-06-28,"Instagram Reels",ipad,instagram,ipad,,,,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28,2026-06-28
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C2F_STC_QF_BOOK2_T1,120246474118380003,2026-06-28,"Search results",android_smartphone,facebook,android_smartphone,,,,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28,2026-06-28
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C2F_STC_QF_BOOK2_T1,120246474118380003,2026-06-28,"Instagram Reels",android_smartphone,instagram,android_smartphone,,,,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28,2026-06-28
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C2F_STC_QF_BOOK2_T1,120246474118380003,2026-06-28,"Facebook Reels",other,facebook,other,,,,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28,2026-06-28
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C2F_STC_QF_BOOK2_T1,120246474118380003,2026-06-28,"Facebook Reels",android_smartphone,facebook,android_smartphone,,,,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28,2026-06-28
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C2F_STC_QF_BOOK2_T1,120246474118380003,2026-06-28,"Instagram Reels",iphone,instagram,iphone,,,,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28,2026-06-28
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C2F_STC_QF_BOOK2_T1,120246474118380003,2026-06-28,"Facebook Reels",iphone,facebook,iphone,,,,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28,2026-06-28
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C2F_STC_QF_BOOK2_T1,120246474118380003,2026-06-28,"Native, banner & interstitial",android_smartphone,audience_network,android_smartphone,,,,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-28,2026-06-28
BOOK2_LEAD_JUN26_QUIZ_V3,120246474118350003,ABP_TOF_1865_USA_CONTROL_BOOK2_V3,120246474118390003,C2F_STC_QF_BOOK2_T1,120246474118380003,2026-06-27,Feed,android_smartphone,facebook,android_smartphone,,,,2026-06-17,Ongoing,"7-day click, 1-day view, or 1-day engaged-view",,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-27,2026-06-27
